Dre Gene ID	Dre Protein ID	Dre Gene Name	Pka Gene ID	Pka Protein ID	Pka Gene Name
ENSDARP00000129820	ENSDARG00000089217	ubap1la	ENSPKIP00000039655	ENSPKIG00000016932	UBAP1L
ENSDARP00000066190	ENSDARG00000045025	ift52	ENSPKIP00000037526	ENSPKIG00000015656	ift52
ENSDARP00000130916	ENSDARG00000103663	ninj1	ENSPKIP00000011392	ENSPKIG00000018488	ninj1
ENSDARP00000052028	ENSDARG00000035852	cart3	ENSPKIP00000017316	ENSPKIG00000003280	cart3
ENSDARP00000018027	ENSDARG00000016721	sdha	ENSPKIP00000009790	ENSPKIG00000024753	sdha
ENSDARP00000131988	ENSDARG00000102058	si:dkeyp-11e3.1	ENSPKIP00000009972	ENSPKIG00000024867	
ENSDARP00000064392	ENSDARG00000043857	ufm1	ENSPKIP00000006985	ENSPKIG00000023050	ufm1
ENSDARP00000104494	ENSDARG00000011246	krr1	ENSPKIP00000001293	ENSPKIG00000019635	krr1
ENSDARP00000134854	ENSDARG00000102998	taf6	ENSPKIP00000023149	ENSPKIG00000006892	taf6
ENSDARP00000113096	ENSDARG00000015998	wdhd1	ENSPKIP00000019876	ENSPKIG00000004863	wdhd1
ENSDARP00000076378	ENSDARG00000058960	otol1b	ENSPKIP00000028348	ENSPKIG00000010027	otol1b
ENSDARP00000090434	ENSDARG00000068820	h2az2a	ENSPKIP00000027145	ENSPKIG00000009326	h2az2a
ENSDARP00000063718	ENSDARG00000043404	rpp21	ENSPKIP00000015790	ENSPKIG00000002378	rpp21
ENSDARP00000128808	ENSDARG00000097648	si:dkey-35i13.1	ENSPKIP00000037575	ENSPKIG00000015706	si:dkey-35i13.1
ENSDARP00000139938	ENSDARG00000068822	purba	ENSPKIP00000016892	ENSPKIG00000003034	purba
ENSDARP00000027138	ENSDARG00000003449	pde10a	ENSPKIP00000023017	ENSPKIG00000006763	pde10a
ENSDARP00000072198	ENSDARG00000055381	bambia	ENSPKIP00000027338	ENSPKIG00000009444	bambia
ENSDARP00000106769	ENSDARG00000091215	rpz2	ENSPKIP00000003168	ENSPKIG00000020790	
ENSDARP00000086696	ENSDARG00000058801	rev3l	ENSPKIP00000000833	ENSPKIG00000019348	rev3l
ENSDARP00000085930	ENSDARG00000062919	tceanc2	ENSPKIP00000028940	ENSPKIG00000010382	tceanc2
ENSDARP00000121268	ENSDARG00000008818	hsf1	ENSPKIP00000002444	ENSPKIG00000020336	HSF1
ENSDARP00000088271	ENSDARG00000078659	tmem176	ENSPKIP00000036434	ENSPKIG00000015015	
ENSDARP00000079349	ENSDARG00000060338	tyw2	ENSPKIP00000019515	ENSPKIG00000004640	tyw2
ENSDARP00000124463	ENSDARG00000090778	ttll1	ENSPKIP00000039659	ENSPKIG00000016905	ttll1
ENSDARP00000058495	ENSDARG00000002971	phc1	ENSPKIP00000010357	ENSPKIG00000025100	phc1
ENSDARP00000138102	ENSDARG00000100223	gpa33a	ENSPKIP00000028251	ENSPKIG00000009968	
ENSDARP00000117451	ENSDARG00000005057	dimt1l	ENSPKIP00000041254	ENSPKIG00000017870	dimt1l
ENSDARP00000127416	ENSDARG00000096711	si:ch211-194k22.8	ENSPKIP00000013093	ENSPKIG00000000651	si:ch211-194k22.8
ENSDARP00000132485	ENSDARG00000101540	fgf3	ENSPKIP00000021157	ENSPKIG00000005674	FGF3
ENSDARP00000058784	ENSDARG00000040186	fam210ab	ENSPKIP00000040359	ENSPKIG00000017355	FAM210A
ENSDARP00000126719	ENSDARG00000079371	lrrc3ca	ENSPKIP00000005985	ENSPKIG00000022449	lrrc3ca
ENSDARP00000124450	ENSDARG00000063258	rfx5	ENSPKIP00000009929	ENSPKIG00000024836	rfx5
ENSDARP00000033638	ENSDARG00000025875	kctd2	ENSPKIP00000032045	ENSPKIG00000012295	kctd2
ENSDARP00000123630	ENSDARG00000023678	ercc5	ENSPKIP00000026475	ENSPKIG00000008946	ercc5
ENSDARP00000006504	ENSDARG00000005561	gfm2	ENSPKIP00000000100	ENSPKIG00000018878	GFM2
ENSDARP00000068373	ENSDARG00000052103	dtymk	ENSPKIP00000016724	ENSPKIG00000002923	dtymk
ENSDARP00000075234	ENSDARG00000058003	wfdc1	ENSPKIP00000017684	ENSPKIG00000003498	wfdc1
ENSDARP00000131493	ENSDARG00000104314	nrg1	ENSPKIP00000010976	ENSPKIG00000025481	nrg1
ENSDARP00000121457	ENSDARG00000035148	orai2	ENSPKIP00000033389	ENSPKIG00000013121	orai2
ENSDARP00000136996	ENSDARG00000058354	selenot1a	ENSPKIP00000035882	ENSPKIG00000014644	selenot1a
ENSDARP00000110556	ENSDARG00000042332	plin2	ENSPKIP00000007635	ENSPKIG00000023455	plin2
ENSDARP00000101027	ENSDARG00000074772	ccl44	ENSPKIP00000027017	ENSPKIG00000009259	ccl44
ENSDARP00000053587	ENSDARG00000036903	irak1bp1	ENSPKIP00000008535	ENSPKIG00000023989	irak1bp1
ENSDARP00000128484	ENSDARG00000069339	tbc1d24	ENSPKIP00000025649	ENSPKIG00000008441	tbc1d24
ENSDARP00000045350	ENSDARG00000018321	lbx1a	ENSPKIP00000014460	ENSPKIG00000001513	
ENSDARP00000094436	ENSDARG00000019556	clcn7	ENSPKIP00000041725	ENSPKIG00000018139	clcn7
ENSDARP00000066371	ENSDARG00000045131	id4	ENSPKIP00000039821	ENSPKIG00000017036	id4
ENSDARP00000042306	ENSDARG00000032653	sinhcaf	ENSPKIP00000041331	ENSPKIG00000017918	sinhcaf
ENSDARP00000128310	ENSDARG00000097528	si:dkey-7j14.5	ENSPKIP00000023344	ENSPKIG00000007022	
ENSDARP00000072890	ENSDARG00000056015	hoxb13a	ENSPKIP00000007071	ENSPKIG00000023111	hoxb13a
ENSDARP00000146325	ENSDARG00000074363	si:ch211-259k16.3	ENSPKIP00000015823	ENSPKIG00000002393	si:ch211-259k16.3
ENSDARP00000099046	ENSDARG00000079401	si:dkey-197c15.6	ENSPKIP00000026970	ENSPKIG00000009230	si:dkey-197c15.6
ENSDARP00000124517	ENSDARG00000078348	tcf20	ENSPKIP00000023390	ENSPKIG00000007034	tcf20
ENSDARP00000105049	ENSDARG00000087529	zgc:85936	ENSPKIP00000026610	ENSPKIG00000009027	zgc:85936
ENSDARP00000113790	ENSDARG00000033855	cnot9	ENSPKIP00000027972	ENSPKIG00000009784	cnot9
ENSDARP00000120818	ENSDARG00000093465	si:ch73-7i4.3	ENSPKIP00000033143	ENSPKIG00000012966	
ENSDARP00000054593	ENSDARG00000078042	il10rb	ENSPKIP00000021056	ENSPKIG00000005609	
ENSDARP00000108838	ENSDARG00000038882	smc4	ENSPKIP00000027792	ENSPKIG00000009665	smc4
ENSDARP00000050076	ENSDARG00000030097	sdcbp	ENSPKIP00000028496	ENSPKIG00000010118	SDCBP
ENSDARP00000100356	ENSDARG00000075528	lyrm9	ENSPKIP00000028120	ENSPKIG00000009897	lyrm9
ENSDARP00000062524	ENSDARG00000042623	acbd3	ENSPKIP00000022100	ENSPKIG00000006236	acbd3
ENSDARP00000122980	ENSDARG00000037002	zgc:152968	ENSPKIP00000033928	ENSPKIG00000013454	zgc:152968
ENSDARP00000054207	ENSDARG00000037261	mtap	ENSPKIP00000031119	ENSPKIG00000011717	MTAP
ENSDARP00000117461	ENSDARG00000061916	tmem51b	ENSPKIP00000032826	ENSPKIG00000012773	tmem51a
ENSDARP00000154777	ENSDARG00000042319	cdca4	ENSPKIP00000021657	ENSPKIG00000005978	cdca4
ENSDARP00000123816	ENSDARG00000011886	pdca	ENSPKIP00000039293	ENSPKIG00000016703	pdca
ENSDARP00000105923	ENSDARG00000057323	e2f8	ENSPKIP00000007314	ENSPKIG00000023259	e2f8
ENSDARP00000041727	ENSDARG00000033999	cyp26a1	ENSPKIP00000014028	ENSPKIG00000001238	cyp26a1
ENSDARP00000067072	ENSDARG00000045612	lrrc10	ENSPKIP00000006467	ENSPKIG00000022737	lrrc10
ENSDARP00000104754	ENSDARG00000017199	elp2	ENSPKIP00000003205	ENSPKIG00000020740	elp2
ENSDARP00000119705	ENSDARG00000078970	il7r	ENSPKIP00000001919	ENSPKIG00000020030	
ENSDARP00000129216	ENSDARG00000086283	cnsta	ENSPKIP00000005559	ENSPKIG00000022184	
ENSDARP00000122712	ENSDARG00000006065	znf385b	ENSPKIP00000003965	ENSPKIG00000021255	znf385b
ENSDARP00000091985	ENSDARG00000069503	cldn3c	ENSPKIP00000022231	ENSPKIG00000006263	
ENSDARP00000141825	ENSDARG00000055813	mhc1lca	ENSPKIP00000014918	ENSPKIG00000001817	
ENSDARP00000130752	ENSDARG00000005392	slc5a5	ENSPKIP00000025406	ENSPKIG00000008285	slc5a5
ENSDARP00000068124	ENSDARG00000051921	slc30a5	ENSPKIP00000011168	ENSPKIG00000025580	slc30a5
ENSDARP00000126958	ENSDARG00000096651	gpr108	ENSPKIP00000029157	ENSPKIG00000010510	gpr108
ENSDARP00000099279	ENSDARG00000039062	morn4	ENSPKIP00000025397	ENSPKIG00000008291	
ENSDARP00000051002	ENSDARG00000051916	cdk7	ENSPKIP00000037989	ENSPKIG00000015929	cdk7
ENSDARP00000114114	ENSDARG00000094408	mfap4.11	ENSPKIP00000014957	ENSPKIG00000001795	MFAP4
ENSDARP00000149655	ENSDARG00000096095	buc	ENSPKIP00000031102	ENSPKIG00000011730	buc
ENSDARP00000104972	ENSDARG00000090473	si:ch211-269k10.5	ENSPKIP00000001398	ENSPKIG00000019714	si:ch211-269k10.5
ENSDARP00000080453	ENSDARG00000060785	pcnx4	ENSPKIP00000041400	ENSPKIG00000017970	pcnx4
ENSDARP00000002005	ENSDARG00000001210	arl14ep	ENSPKIP00000013628	ENSPKIG00000000982	arl14ep
ENSDARP00000037865	ENSDARG00000026338	styxl1	ENSPKIP00000035874	ENSPKIG00000014655	styxl1
ENSDARP00000118871	ENSDARG00000059163	rbp3	ENSPKIP00000038507	ENSPKIG00000016226	rbp3
ENSDARP00000076823	ENSDARG00000059304	chchd2	ENSPKIP00000022074	ENSPKIG00000006219	chchd2
ENSDARP00000070742	ENSDARG00000054122	tmem30b	ENSPKIP00000035684	ENSPKIG00000014541	tmem30b
ENSDARP00000067488	ENSDARG00000045914	si:ch211-51e12.7	ENSPKIP00000022909	ENSPKIG00000006733	si:ch211-51e12.7
ENSDARP00000140208	ENSDARG00000105153	ifitm5	ENSPKIP00000004328	ENSPKIG00000021488	ifitm5
ENSDARP00000048674	ENSDARG00000020015	mrps33	ENSPKIP00000041613	ENSPKIG00000018098	mrps33
ENSDARP00000096598	ENSDARG00000057577	mbtps2	ENSPKIP00000032492	ENSPKIG00000012564	mbtps2
ENSDARP00000054182	ENSDARG00000037244	gpr137	ENSPKIP00000013342	ENSPKIG00000000816	gpr137
ENSDARP00000111825	ENSDARG00000014148	med22	ENSPKIP00000010269	ENSPKIG00000025044	med22
ENSDARP00000115642	ENSDARG00000055133	cenpf	ENSPKIP00000017986	ENSPKIG00000003704	cenpf
ENSDARP00000151510	ENSDARG00000099014	fxyd3	ENSPKIP00000022412	ENSPKIG00000006427	
ENSDARP00000129420	ENSDARG00000006477	ddi2	ENSPKIP00000016499	ENSPKIG00000002793	ddi2
ENSDARP00000115290	ENSDARG00000076718	prkra	ENSPKIP00000005850	ENSPKIG00000022368	prkra
ENSDARP00000130128	ENSDARG00000101281	corin	ENSPKIP00000041566	ENSPKIG00000018057	corin
ENSDARP00000006207	ENSDARG00000016470	anxa5b	ENSPKIP00000034673	ENSPKIG00000013918	anxa5b
ENSDARP00000119281	ENSDARG00000069375	zgc:162608	ENSPKIP00000027773	ENSPKIG00000009696	
ENSDARP00000145938	ENSDARG00000109646	haus8	ENSPKIP00000040730	ENSPKIG00000017579	
ENSDARP00000126401	ENSDARG00000024160	hao1	ENSPKIP00000037712	ENSPKIG00000015780	hao1
ENSDARP00000130523	ENSDARG00000034178	cpsf1	ENSPKIP00000016120	ENSPKIG00000002582	cpsf1
ENSDARP00000120332	ENSDARG00000056334	mlh3	ENSPKIP00000016454	ENSPKIG00000002774	mlh3
ENSDARP00000153428	ENSDARG00000078571	wdr6	ENSPKIP00000034757	ENSPKIG00000013975	wdr6
ENSDARP00000121068	ENSDARG00000060089	btaf1	ENSPKIP00000037792	ENSPKIG00000015810	btaf1
ENSDARP00000066782	ENSDARG00000045416	mppe1	ENSPKIP00000025561	ENSPKIG00000008384	mppe1
ENSDARP00000135682	ENSDARG00000094204	elp1	ENSPKIP00000007899	ENSPKIG00000023615	elp1
ENSDARP00000113435	ENSDARG00000022983	ccdc28a	ENSPKIP00000020868	ENSPKIG00000005494	ccdc28a
ENSDARP00000131783	ENSDARG00000005606	paxip1	ENSPKIP00000033173	ENSPKIG00000012980	paxip1
ENSDARP00000120269	ENSDARG00000041098	barx2	ENSPKIP00000039170	ENSPKIG00000016634	barx2
ENSDARP00000121987	ENSDARG00000053087	mthfr	ENSPKIP00000035226	ENSPKIG00000014252	mthfr
ENSDARP00000120082	ENSDARG00000075129	mrps11	ENSPKIP00000035843	ENSPKIG00000014626	
ENSDARP00000119902	ENSDARG00000062916	mrpl37	ENSPKIP00000028809	ENSPKIG00000010297	mrpl37
ENSDARP00000048818	ENSDARG00000029865	rassf2a	ENSPKIP00000013285	ENSPKIG00000000756	rassf2a
ENSDARP00000141882	ENSDARG00000057714	cmah	ENSPKIP00000001239	ENSPKIG00000019589	cmah
ENSDARP00000120170	ENSDARG00000006786	copz2	ENSPKIP00000013034	ENSPKIG00000000610	copz2
ENSDARP00000105990	ENSDARG00000086826	sult6b1	ENSPKIP00000003774	ENSPKIG00000021133	sult6b1
ENSDARP00000105560	ENSDARG00000079234	si:ch211-285c6.2	ENSPKIP00000006813	ENSPKIG00000022944	
ENSDARP00000108064	ENSDARG00000090309	ubxn1	ENSPKIP00000002297	ENSPKIG00000020247	ubxn1
ENSDARP00000110650	ENSDARG00000042688	bora	ENSPKIP00000020338	ENSPKIG00000005158	bora
ENSDARP00000120051	ENSDARG00000076939	znf451	ENSPKIP00000009098	ENSPKIG00000024333	znf451
ENSDARP00000119457	ENSDARG00000041530	ppih	ENSPKIP00000033133	ENSPKIG00000012944	ppih
ENSDARP00000113745	ENSDARG00000043403	paox1	ENSPKIP00000022911	ENSPKIG00000006736	paox1
ENSDARP00000108894	ENSDARG00000063021	rpain	ENSPKIP00000040334	ENSPKIG00000017333	rpain
ENSDARP00000057676	ENSDARG00000039477	terb2	ENSPKIP00000005704	ENSPKIG00000022267	TERB2
ENSDARP00000089774	ENSDARG00000069432	plscr3b	ENSPKIP00000014366	ENSPKIG00000001457	plscr3b
ENSDARP00000078068	ENSDARG00000059841	exosc1	ENSPKIP00000038143	ENSPKIG00000016037	exosc1
ENSDARP00000117009	ENSDARG00000090634	smim29	ENSPKIP00000014229	ENSPKIG00000001373	smim29
ENSDARP00000121043	ENSDARG00000020284	si:ch211-278j3.3	ENSPKIP00000019658	ENSPKIG00000004736	si:ch211-278j3.3
ENSDARP00000127315	ENSDARG00000091836	casp7	ENSPKIP00000028667	ENSPKIG00000010166	casp7
ENSDARP00000127604	ENSDARG00000068629	cd151l	ENSPKIP00000000113	ENSPKIG00000018897	cd151l
ENSDARP00000035846	ENSDARG00000020913	ddx56	ENSPKIP00000000300	ENSPKIG00000018998	ddx56
ENSDARP00000145911	ENSDARG00000031494	prrc2a	ENSPKIP00000031128	ENSPKIG00000011749	prrc2a
ENSDARP00000129413	ENSDARG00000070597	prelp	ENSPKIP00000019267	ENSPKIG00000004496	prelp
ENSDARP00000095608	ENSDARG00000001303	psmb8a	ENSPKIP00000000729	ENSPKIG00000019279	psmb8a
ENSDARP00000152443	ENSDARG00000045484	dcp1b	ENSPKIP00000012884	ENSPKIG00000000520	dcp1b
ENSDARP00000157356	ENSDARG00000038290	thoc5	ENSPKIP00000009787	ENSPKIG00000024752	thoc5
ENSDARP00000011265	ENSDARG00000014479	ptf1a	ENSPKIP00000033455	ENSPKIG00000013159	ptf1a
ENSDARP00000081971	ENSDARG00000061398	epb41l4b	ENSPKIP00000005796	ENSPKIG00000022309	epb41l4b
ENSDARP00000091618	ENSDARG00000058414	bglap	ENSPKIP00000022969	ENSPKIG00000006775	
ENSDARP00000022612	ENSDARG00000015649	rap2c	ENSPKIP00000003570	ENSPKIG00000021020	rap2c
ENSDARP00000147054	ENSDARG00000088560	slc38a12	ENSPKIP00000006895	ENSPKIG00000022994	slc38a12
ENSDARP00000142582	ENSDARG00000026137	sfxn5b	ENSPKIP00000019448	ENSPKIG00000004618	sfxn5a
ENSDARP00000144068	ENSDARG00000010083	rbfox3a	ENSPKIP00000028800	ENSPKIG00000010299	rbfox3a
ENSDARP00000048280	ENSDARG00000026548	cyp2u1	ENSPKIP00000032802	ENSPKIG00000012757	cyp2u1
ENSDARP00000018458	ENSDARG00000018491	pdia4	ENSPKIP00000014573	ENSPKIG00000001611	pdia4
ENSDARP00000054339	ENSDARG00000037350	rpl9	ENSPKIP00000019146	ENSPKIG00000004425	rpl9
ENSDARP00000061774	ENSDARG00000042147	rbbp5	ENSPKIP00000037233	ENSPKIG00000015479	rbbp5
ENSDARP00000098425	ENSDARG00000074721	rassf9	ENSPKIP00000008834	ENSPKIG00000024169	rassf9
ENSDARP00000127040	ENSDARG00000078878	mettl21ca	ENSPKIP00000026519	ENSPKIG00000008979	mettl21cb
ENSDARP00000016362	ENSDARG00000013016	pole4	ENSPKIP00000012132	ENSPKIG00000000035	pole4
ENSDARP00000030104	ENSDARG00000028539	morc2	ENSPKIP00000025507	ENSPKIG00000008356	morc2
ENSDARP00000116202	ENSDARG00000086052	si:ch211-106k21.5	ENSPKIP00000029168	ENSPKIG00000010526	
ENSDARP00000016722	ENSDARG00000019396	rergla	ENSPKIP00000012741	ENSPKIG00000000440	rergla
ENSDARP00000026575	ENSDARG00000016516	rbm8a	ENSPKIP00000002820	ENSPKIG00000020558	RBM8A
ENSDARP00000138276	ENSDARG00000095615	si:dkeyp-86h10.3	ENSPKIP00000026518	ENSPKIG00000008975	si:dkeyp-86h10.3
ENSDARP00000071497	ENSDARG00000054793	emc10	ENSPKIP00000004090	ENSPKIG00000021320	emc10
ENSDARP00000011289	ENSDARG00000016765	scamp3	ENSPKIP00000037776	ENSPKIG00000015823	scamp3
ENSDARP00000136982	ENSDARG00000104089	p3h4	ENSPKIP00000002878	ENSPKIG00000020600	P3H4
ENSDARP00000112101	ENSDARG00000005284	fbxl15	ENSPKIP00000023724	ENSPKIG00000007243	fbxl15
ENSDARP00000111487	ENSDARG00000070437	rpl22	ENSPKIP00000019016	ENSPKIG00000004354	RPL22
ENSDARP00000065921	ENSDARG00000044852	wbp2nl	ENSPKIP00000023634	ENSPKIG00000007181	wbp2nl
ENSDARP00000069611	ENSDARG00000053133	b3gnt7l	ENSPKIP00000031871	ENSPKIG00000012193	b3gnt7l
ENSDARP00000100769	ENSDARG00000074271	get1	ENSPKIP00000022891	ENSPKIG00000006725	get1
ENSDARP00000102422	ENSDARG00000074548	zbtb17	ENSPKIP00000029602	ENSPKIG00000010773	
ENSDARP00000053637	ENSDARG00000036940	ctss1	ENSPKIP00000013330	ENSPKIG00000000809	
ENSDARP00000084846	ENSDARG00000062476	snapc5	ENSPKIP00000024451	ENSPKIG00000007703	SNAPC5
ENSDARP00000051613	ENSDARG00000035605	tchp	ENSPKIP00000010095	ENSPKIG00000024941	tchp
ENSDARP00000090818	ENSDARG00000069009	si:ch211-147a11.3	ENSPKIP00000031892	ENSPKIG00000012207	
ENSDARP00000076791	ENSDARG00000059276	hoxd4a	ENSPKIP00000006899	ENSPKIG00000022999	hoxd4a
ENSDARP00000133658	ENSDARG00000098837	tgm5l	ENSPKIP00000029098	ENSPKIG00000010469	tgm5l
ENSDARP00000139098	ENSDARG00000089976	spcs3	ENSPKIP00000013832	ENSPKIG00000001115	spcs3
ENSDARP00000060627	ENSDARG00000041362	chmp7	ENSPKIP00000009768	ENSPKIG00000024747	chmp7
ENSDARP00000066711	ENSDARG00000045364	trappc3	ENSPKIP00000008638	ENSPKIG00000024048	trappc3
ENSDARP00000148743	ENSDARG00000069708	cdc34a	ENSPKIP00000039326	ENSPKIG00000016724	cdc34a
ENSDARP00000005715	ENSDARG00000020529	hacl1	ENSPKIP00000026095	ENSPKIG00000008678	hacl1
ENSDARP00000090730	ENSDARG00000068967	zgc:153372	ENSPKIP00000027314	ENSPKIG00000009422	zgc:153372
ENSDARP00000066721	ENSDARG00000045373	pabpn1	ENSPKIP00000041532	ENSPKIG00000018052	pabpn1
ENSDARP00000064664	ENSDARG00000044047	slc18b1	ENSPKIP00000000674	ENSPKIG00000019233	slc18b1
ENSDARP00000122373	ENSDARG00000089480	si:dkey-12j5.1	ENSPKIP00000010738	ENSPKIG00000025343	si:dkey-12j5.1
ENSDARP00000060303	ENSDARG00000041137	dhrs13a.3	ENSPKIP00000013388	ENSPKIG00000000851	dhrs13a.3
ENSDARP00000138794	ENSDARG00000010411	epn1a	ENSPKIP00000014705	ENSPKIG00000001672	epn1a
ENSDARP00000054875	ENSDARG00000037675	npm1b	ENSPKIP00000001980	ENSPKIG00000020050	npm1b
ENSDARP00000081052	ENSDARG00000061042	gabbr2	ENSPKIP00000012729	ENSPKIG00000000392	gabbr2
ENSDARP00000116059	ENSDARG00000054849	bcat2	ENSPKIP00000004829	ENSPKIG00000021768	bcat2
ENSDARP00000004230	ENSDARG00000006754	mllt3	ENSPKIP00000012549	ENSPKIG00000000298	mllt3
ENSDARP00000087584	ENSDARG00000063624	gfm1	ENSPKIP00000019929	ENSPKIG00000004876	GFM1
ENSDARP00000140978	ENSDARG00000104485	si:ch1073-224n8.1	ENSPKIP00000021130	ENSPKIG00000005657	si:ch1073-224n8.1
ENSDARP00000120035	ENSDARG00000053836	si:ch211-284o19.8	ENSPKIP00000024992	ENSPKIG00000008028	si:ch211-284o19.8
ENSDARP00000139649	ENSDARG00000098361	nudcd3	ENSPKIP00000026930	ENSPKIG00000009200	nudcd3
ENSDARP00000129191	ENSDARG00000003900	gpr61l	ENSPKIP00000009686	ENSPKIG00000024700	
ENSDARP00000138665	ENSDARG00000104726	ncbp2as2	ENSPKIP00000010497	ENSPKIG00000025200	ncbp2as2
ENSDARP00000015851	ENSDARG00000001621	nfyal	ENSPKIP00000019602	ENSPKIG00000004690	nfyal
ENSDARP00000081650	ENSDARG00000061260	si:dkey-202e22.2	ENSPKIP00000007632	ENSPKIG00000023450	si:dkey-202e22.2
ENSDARP00000071960	ENSDARG00000093235	mpst	ENSPKIP00000023982	ENSPKIG00000007408	mpst
ENSDARP00000133347	ENSDARG00000075643	ifi35	ENSPKIP00000011675	ENSPKIG00000018670	ifi35
ENSDARP00000074153	ENSDARG00000057101	rnf180b	ENSPKIP00000030423	ENSPKIG00000011285	rnf180b
ENSDARP00000134934	ENSDARG00000096804	si:dkey-219e21.4	ENSPKIP00000038932	ENSPKIG00000016513	si:dkey-219e21.4
ENSDARP00000078268	ENSDARG00000059911	bbs7	ENSPKIP00000034585	ENSPKIG00000013836	bbs7
ENSDARP00000134058	ENSDARG00000100116	mrps24	ENSPKIP00000016758	ENSPKIG00000002949	mrps24
ENSDARP00000143528	ENSDARG00000061204	ddx20	ENSPKIP00000002155	ENSPKIG00000020161	ddx20
ENSDARP00000071271	ENSDARG00000054574	znhit1	ENSPKIP00000020609	ENSPKIG00000005317	znhit1
ENSDARP00000061048	ENSDARG00000041706	vgll2a	ENSPKIP00000035537	ENSPKIG00000014463	vgll2a
ENSDARP00000144451	ENSDARG00000088898	caln1	ENSPKIP00000022683	ENSPKIG00000006593	caln1
ENSDARP00000137345	ENSDARG00000104288	hfm1	ENSPKIP00000018305	ENSPKIG00000003810	hfm1
ENSDARP00000061587	ENSDARG00000042027	prrx1b	ENSPKIP00000021265	ENSPKIG00000005726	prrx1b
ENSDARP00000112787	ENSDARG00000075825	dlec1	ENSPKIP00000030812	ENSPKIG00000011528	DLEC1
ENSDARP00000027699	ENSDARG00000012435	spic	ENSPKIP00000023473	ENSPKIG00000007092	spic
ENSDARP00000129621	ENSDARG00000089967	si:ch211-59o9.10	ENSPKIP00000024090	ENSPKIG00000007476	
ENSDARP00000128926	ENSDARG00000069945	p2ry12	ENSPKIP00000028802	ENSPKIG00000010302	p2ry12
ENSDARP00000093909	ENSDARG00000070341	or90a1	ENSPKIP00000007008	ENSPKIG00000023064	or90a1
ENSDARP00000026288	ENSDARG00000003027	scnm1	ENSPKIP00000029757	ENSPKIG00000010881	scnm1
ENSDARP00000138943	ENSDARG00000101474	snapc3	ENSPKIP00000033225	ENSPKIG00000013017	snapc3
ENSDARP00000091299	ENSDARG00000014329	npm1a	ENSPKIP00000008462	ENSPKIG00000023943	npm1a
ENSDARP00000092857	ENSDARG00000074806	afap1l2	ENSPKIP00000029461	ENSPKIG00000010697	afap1l2
ENSDARP00000101619	ENSDARG00000075098	wdr17	ENSPKIP00000027919	ENSPKIG00000009737	wdr17
ENSDARP00000105186	ENSDARG00000056950	epyc	ENSPKIP00000008018	ENSPKIG00000023674	epyc
ENSDARP00000133131	ENSDARG00000099377	parp142.2	ENSPKIP00000005988	ENSPKIG00000022431	
ENSDARP00000135216	ENSDARG00000099144	igfbp3	ENSPKIP00000025530	ENSPKIG00000008313	igfbp3
ENSDARP00000028262	ENSDARG00000026035	ube2b	ENSPKIP00000019668	ENSPKIG00000004732	ube2b
ENSDARP00000069445	ENSDARG00000053003	slc35f1	ENSPKIP00000035150	ENSPKIG00000014207	slc35f1
ENSDARP00000145653	ENSDARG00000117135	si:dkey-78l4.13	ENSPKIP00000009530	ENSPKIG00000024608	si:dkey-78l4.13
ENSDARP00000141398	ENSDARG00000094380	zzef1	ENSPKIP00000041098	ENSPKIG00000017736	zzef1
ENSDARP00000139157	ENSDARG00000102307	taf2	ENSPKIP00000000581	ENSPKIG00000019134	taf2
ENSDARP00000085454	ENSDARG00000054753	col10a1a	ENSPKIP00000039432	ENSPKIG00000016786	col10a1a
ENSDARP00000122747	ENSDARG00000038541	ccr12a	ENSPKIP00000015091	ENSPKIG00000001931	ccr12a
ENSDARP00000102078	ENSDARG00000079056	dnaaf9	ENSPKIP00000027511	ENSPKIG00000009526	dnaaf9
ENSDARP00000115804	ENSDARG00000076833	atp1b1b	ENSPKIP00000020460	ENSPKIG00000005219	ATP1B1
ENSDARP00000122387	ENSDARG00000067889	gltpd2b	ENSPKIP00000020240	ENSPKIG00000005089	gltpd2b
ENSDARP00000152151	ENSDARG00000054255	dynlt2b	ENSPKIP00000006460	ENSPKIG00000022729	dynlt2b
ENSDARP00000100186	ENSDARG00000026170	hps1	ENSPKIP00000025512	ENSPKIG00000008360	hps1
ENSDARP00000090620	ENSDARG00000039064	st3gal7	ENSPKIP00000025450	ENSPKIG00000008318	st3gal7
ENSDARP00000118096	ENSDARG00000045850	ccdc167	ENSPKIP00000022213	ENSPKIG00000006314	
ENSDARP00000020711	ENSDARG00000010169	myd88	ENSPKIP00000031201	ENSPKIG00000011777	myd88
ENSDARP00000123026	ENSDARG00000000540	asnsd1	ENSPKIP00000027215	ENSPKIG00000009369	asnsd1
ENSDARP00000093437	ENSDARG00000070131	rpp25l	ENSPKIP00000034965	ENSPKIG00000014101	rpp25l
ENSDARP00000127667	ENSDARG00000097797	tomm6	ENSPKIP00000020621	ENSPKIG00000005331	
ENSDARP00000135811	ENSDARG00000099651	bin3	ENSPKIP00000025067	ENSPKIG00000008022	bin3
ENSDARP00000045597	ENSDARG00000053159	zgc:110626	ENSPKIP00000029885	ENSPKIG00000010950	
ENSDARP00000094223	ENSDARG00000070465	zbed4l1	ENSPKIP00000013591	ENSPKIG00000000963	
ENSDARP00000072334	ENSDARG00000055504	cd68	ENSPKIP00000019780	ENSPKIG00000004814	
