Eel Gene ID	Eel Protein ID	Eel Gene Name	Pka Gene ID	Pka Protein ID	Pka Gene Name
ENSEEEP00000045096	ENSEEEG00000021293	DNAJC18	ENSPKIP00000034840	ENSPKIG00000014018	dnajc18
ENSEEEP00000010082	ENSEEEG00000005114	nrgna	ENSPKIP00000040121	ENSPKIG00000017217	NRGN
ENSEEEP00000040596	ENSEEEG00000019227	TMLHE	ENSPKIP00000025798	ENSPKIG00000008528	tmlhe
ENSEEEP00000028811	ENSEEEG00000013836		ENSPKIP00000034565	ENSPKIG00000013833	
ENSEEEP00000002860	ENSEEEG00000001635	tnfsf10l4	ENSPKIP00000017677	ENSPKIG00000003496	
ENSEEEP00000010080	ENSEEEG00000005112	HEPACAM	ENSPKIP00000040157	ENSPKIG00000017231	hepacama
ENSEEEP00000009260	ENSEEEG00000004748	lipia	ENSPKIP00000000515	ENSPKIG00000019149	lipia
ENSEEEP00000053038	ENSEEEG00000028468		ENSPKIP00000032443	ENSPKIG00000012543	
ENSEEEP00000006528	ENSEEEG00000003451	RPP38	ENSPKIP00000012080	ENSPKIG00000025652	rpp38
ENSEEEP00000007030	ENSEEEG00000003709	zgc:153311	ENSPKIP00000005317	ENSPKIG00000022037	
ENSEEEP00000010077	ENSEEEG00000005109	CCDC15	ENSPKIP00000040192	ENSPKIG00000017258	ccdc15
ENSEEEP00000007032	ENSEEEG00000003713		ENSPKIP00000034116	ENSPKIG00000013577	
ENSEEEP00000052849	ENSEEEG00000026899		ENSPKIP00000037106	ENSPKIG00000015427	
ENSEEEP00000006538	ENSEEEG00000003452	DBI	ENSPKIP00000012091	ENSPKIG00000000006	acbd7
ENSEEEP00000040578	ENSEEEG00000019220	CCDC82	ENSPKIP00000000768	ENSPKIG00000019291	ccdc82
ENSEEEP00000019909	ENSEEEG00000009736	C15orf61	ENSPKIP00000037867	ENSPKIG00000015892	zgc:162898
ENSEEEP00000034621	ENSEEEG00000016466	nmbb	ENSPKIP00000015226	ENSPKIG00000002011	
ENSEEEP00000013130	ENSEEEG00000006604	paqr4a	ENSPKIP00000039540	ENSPKIG00000016863	paqr4a
ENSEEEP00000055540	ENSEEEG00000026273		ENSPKIP00000035361	ENSPKIG00000014350	ighv7-1
ENSEEEP00000040576	ENSEEEG00000019207	POMP	ENSPKIP00000037160	ENSPKIG00000015452	pomp
ENSEEEP00000053652	ENSEEEG00000026729		ENSPKIP00000035369	ENSPKIG00000014357	
ENSEEEP00000013131	ENSEEEG00000006605	prf1.1	ENSPKIP00000039556	ENSPKIG00000016879	prf1.1
ENSEEEP00000051837	ENSEEEG00000024331	P2RY12	ENSPKIP00000028802	ENSPKIG00000010302	p2ry12
ENSEEEP00000029847	ENSEEEG00000014305	c2cd4a	ENSPKIP00000025248	ENSPKIG00000008197	c2cd4a
ENSEEEP00000040255	ENSEEEG00000019084	zgc:153293	ENSPKIP00000002260	ENSPKIG00000020230	
ENSEEEP00000045066	ENSEEEG00000021271	PFDN1	ENSPKIP00000041748	ENSPKIG00000018180	pfdn1
ENSEEEP00000013911	ENSEEEG00000006914	CFAP161	ENSPKIP00000003621	ENSPKIG00000021050	cfap161
ENSEEEP00000053690	ENSEEEG00000026108	RAMP2	ENSPKIP00000012934	ENSPKIG00000000544	ramp2
ENSEEEP00000009042	ENSEEEG00000004657	HAGHL	ENSPKIP00000012077	ENSPKIG00000025653	HAGHL
ENSEEEP00000051840	ENSEEEG00000024334	P2RY13	ENSPKIP00000028815	ENSPKIG00000010310	p2ry13
ENSEEEP00000064118	ENSEEEG00000028964	RAB19	ENSPKIP00000013182	ENSPKIG00000000707	RAB19
ENSEEEP00000058494	ENSEEEG00000027635	radx	ENSPKIP00000035468	ENSPKIG00000014388	radx
ENSEEEP00000051841	ENSEEEG00000024335	GPR87	ENSPKIP00000028825	ENSPKIG00000010320	GPR87
ENSEEEP00000013908	ENSEEEG00000006907	si:dkey-88e18.2	ENSPKIP00000000719	ENSPKIG00000019280	
ENSEEEP00000040264	ENSEEEG00000019088	HDHD5	ENSPKIP00000013055	ENSPKIG00000000633	hdhd5
ENSEEEP00000020623	ENSEEEG00000010059	C3orf33	ENSPKIP00000009753	ENSPKIG00000024734	c18h3orf33
ENSEEEP00000006559	ENSEEEG00000003461	CROT	ENSPKIP00000012123	ENSPKIG00000000024	crot
ENSEEEP00000064210	ENSEEEG00000024872	RAB12	ENSPKIP00000025895	ENSPKIG00000008579	rab12
ENSEEEP00000009051	ENSEEEG00000004660	narfl	ENSPKIP00000014995	ENSPKIG00000001845	narfl
ENSEEEP00000008435	ENSEEEG00000004287	aldh3b1	ENSPKIP00000020654	ENSPKIG00000005351	aldh3b1
ENSEEEP00000040269	ENSEEEG00000019089	CCDC77	ENSPKIP00000013018	ENSPKIG00000000604	ccdc77
ENSEEEP00000062172	ENSEEEG00000027891	APBB3	ENSPKIP00000001019	ENSPKIG00000019465	apbb3
ENSEEEP00000013899	ENSEEEG00000006901	UTP15	ENSPKIP00000000908	ENSPKIG00000019386	utp15
ENSEEEP00000062051	ENSEEEG00000026694		ENSPKIP00000021932	ENSPKIG00000006142	
ENSEEEP00000051858	ENSEEEG00000024336	NEU4	ENSPKIP00000028856	ENSPKIG00000010329	neu4
ENSEEEP00000020624	ENSEEEG00000010062	slc33a1	ENSPKIP00000009716	ENSPKIG00000024720	slc33a1
ENSEEEP00000016750	ENSEEEG00000008305	si:ch211-272n13.3	ENSPKIP00000021956	ENSPKIG00000006161	si:ch211-272n13.3
ENSEEEP00000007564	ENSEEEG00000027156		ENSPKIP00000031988	ENSPKIG00000011086	
ENSEEEP00000009052	ENSEEEG00000004666	zgc:113333	ENSPKIP00000012060	ENSPKIG00000025680	zgc:113333
ENSEEEP00000060435	ENSEEEG00000026141		ENSPKIP00000011928	ENSPKIG00000018338	
ENSEEEP00000008439	ENSEEEG00000004404	CLPP	ENSPKIP00000020622	ENSPKIG00000005333	clpp
ENSEEEP00000027268	ENSEEEG00000013156	cdx1b	ENSPKIP00000002526	ENSPKIG00000020387	
ENSEEEP00000008893	ENSEEEG00000004590	cacng1b	ENSPKIP00000024785	ENSPKIG00000007902	cacng1b
ENSEEEP00000040273	ENSEEEG00000019093	prnprs3	ENSPKIP00000013173	ENSPKIG00000000706	prnprs3
ENSEEEP00000009056	ENSEEEG00000004667	E4F1	ENSPKIP00000015118	ENSPKIG00000001942	e4f1
ENSEEEP00000008895	ENSEEEG00000004591	cacng4b	ENSPKIP00000021865	ENSPKIG00000006093	cacng4a
ENSEEEP00000056116	ENSEEEG00000026578	TMED3	ENSPKIP00000003820	ENSPKIG00000021163	tmed3
ENSEEEP00000001809	ENSEEEG00000001145	si:ch211-107o10.3	ENSPKIP00000002673	ENSPKIG00000020473	si:ch211-107o10.3
ENSEEEP00000008563	ENSEEEG00000004440	TMTC1	ENSPKIP00000016873	ENSPKIG00000003001	tmtc1
ENSEEEP00000008896	ENSEEEG00000004592	AIMP2	ENSPKIP00000037378	ENSPKIG00000015584	aimp2
ENSEEEP00000008897	ENSEEEG00000004593	pvalb8	ENSPKIP00000017852	ENSPKIG00000003615	pvalb9
ENSEEEP00000048245	ENSEEEG00000022716	NDUFV2	ENSPKIP00000026179	ENSPKIG00000008753	ndufv2
ENSEEEP00000024862	ENSEEEG00000012044	MLC1	ENSPKIP00000012596	ENSPKIG00000000319	mlc1
ENSEEEP00000028687	ENSEEEG00000013782	c1qtnf9	ENSPKIP00000003994	ENSPKIG00000021279	c1qtnf9
ENSEEEP00000062296	ENSEEEG00000025382	WDR53	ENSPKIP00000028878	ENSPKIG00000010346	wdr53
ENSEEEP00000051862	ENSEEEG00000024341	SRPRB	ENSPKIP00000033448	ENSPKIG00000013147	srprb
ENSEEEP00000062013	ENSEEEG00000028523	ANKRD12	ENSPKIP00000026253	ENSPKIG00000008814	ankrd12
ENSEEEP00000060726	ENSEEEG00000015536	NOTCH3	ENSPKIP00000025841	ENSPKIG00000008551	
ENSEEEP00000029232	ENSEEEG00000014007	CHMP1B	ENSPKIP00000035233	ENSPKIG00000014262	chmp1b
ENSEEEP00000039348	ENSEEEG00000018690	m17	ENSPKIP00000007791	ENSPKIG00000023554	
ENSEEEP00000051866	ENSEEEG00000024343	PIK3IP1	ENSPKIP00000035250	ENSPKIG00000014275	COL26A1
ENSEEEP00000024865	ENSEEEG00000012050	PANX2	ENSPKIP00000040960	ENSPKIG00000017709	PANX
ENSEEEP00000012631	ENSEEEG00000006342	cldn10a	ENSPKIP00000021860	ENSPKIG00000006085	cldn10a
ENSEEEP00000039350	ENSEEEG00000018691	tescb	ENSPKIP00000032514	ENSPKIG00000012583	tesca
ENSEEEP00000012630	ENSEEEG00000006340	si:busm1-52i16.2	ENSPKIP00000010956	ENSPKIG00000025468	cldn10e
ENSEEEP00000008923	ENSEEEG00000004604	tecpr1b	ENSPKIP00000017557	ENSPKIG00000003402	tecpr1a
ENSEEEP00000039355	ENSEEEG00000018693	ZMAT5	ENSPKIP00000007983	ENSPKIG00000023667	zmat5
ENSEEEP00000036544	ENSEEEG00000017363	tnnt2c	ENSPKIP00000009619	ENSPKIG00000024654	tnnt2c
ENSEEEP00000021054	ENSEEEG00000009806	MORF4L1	ENSPKIP00000038543	ENSPKIG00000016253	morf4l1
ENSEEEP00000024873	ENSEEEG00000025354	TRABD	ENSPKIP00000041052	ENSPKIG00000017773	trabd
ENSEEEP00000048278	ENSEEEG00000022724	RNF126	ENSPKIP00000009391	ENSPKIG00000024521	rnf126
ENSEEEP00000036542	ENSEEEG00000017362	si:dkey-222f8.3	ENSPKIP00000010870	ENSPKIG00000025413	
ENSEEEP00000012624	ENSEEEG00000006333	DZIP1	ENSPKIP00000021732	ENSPKIG00000005997	dzip1
ENSEEEP00000040525	ENSEEEG00000019195	RPS14	ENSPKIP00000000942	ENSPKIG00000019412	rps14
ENSEEEP00000039376	ENSEEEG00000018696	ARPC5L	ENSPKIP00000024593	ENSPKIG00000007786	ARPC5L
ENSEEEP00000056336	ENSEEEG00000000591	uprt	ENSPKIP00000005782	ENSPKIG00000022317	uprt
ENSEEEP00000008925	ENSEEEG00000004608	BRI3	ENSPKIP00000017488	ENSPKIG00000003380	bri3
ENSEEEP00000028680	ENSEEEG00000013780	TAGLN3	ENSPKIP00000024590	ENSPKIG00000007784	tagln3a
ENSEEEP00000011601	ENSEEEG00000005836	ZBTB11	ENSPKIP00000028763	ENSPKIG00000010269	zbtb11
ENSEEEP00000024898	ENSEEEG00000012060	selenoo1	ENSPKIP00000041095	ENSPKIG00000017791	selenoo1
ENSEEEP00000036521	ENSEEEG00000017318	cyb5r3	ENSPKIP00000009837	ENSPKIG00000024781	cyb5r3
ENSEEEP00000001975	ENSEEEG00000001158	KATNB1	ENSPKIP00000007246	ENSPKIG00000023208	KATNB1
ENSEEEP00000010540	ENSEEEG00000005345		ENSPKIP00000034213	ENSPKIG00000013628	
ENSEEEP00000011596	ENSEEEG00000005835	DPT	ENSPKIP00000016630	ENSPKIG00000002873	dpt
ENSEEEP00000010539	ENSEEEG00000005344	TMEM45A	ENSPKIP00000005757	ENSPKIG00000022308	tmem45a
ENSEEEP00000028676	ENSEEEG00000013706	acot9.2	ENSPKIP00000031637	ENSPKIG00000011966	acot9.2
ENSEEEP00000057988	ENSEEEG00000026828	atp1b1a	ENSPKIP00000020460	ENSPKIG00000005219	ATP1B1
ENSEEEP00000004507	ENSEEEG00000002344	cfap73	ENSPKIP00000020285	ENSPKIG00000005116	
ENSEEEP00000013316	ENSEEEG00000006671	GATA6	ENSPKIP00000022636	ENSPKIG00000006558	gata6
ENSEEEP00000054450	ENSEEEG00000025108	IQCD	ENSPKIP00000002491	ENSPKIG00000020368	drc10
ENSEEEP00000022334	ENSEEEG00000010839	UBE2H	ENSPKIP00000026354	ENSPKIG00000008867	ube2h
ENSEEEP00000021613	ENSEEEG00000010080	GMPS	ENSPKIP00000009695	ENSPKIG00000024697	gmps
ENSEEEP00000032633	ENSEEEG00000015558	si:dkey-266m15.5	ENSPKIP00000010842	ENSPKIG00000025397	si:dkey-266m15.5
ENSEEEP00000004497	ENSEEEG00000002338	TPCN1	ENSPKIP00000011860	ENSPKIG00000018355	tpcn1
ENSEEEP00000008602	ENSEEEG00000004455	KICS2	ENSPKIP00000003538	ENSPKIG00000021002	kics2
ENSEEEP00000028507	ENSEEEG00000013695	CHODL	ENSPKIP00000037278	ENSPKIG00000015517	chodl
ENSEEEP00000010485	ENSEEEG00000005270	CHD1L	ENSPKIP00000005560	ENSPKIG00000022166	chd1l
ENSEEEP00000032636	ENSEEEG00000015560	MIOX	ENSPKIP00000033983	ENSPKIG00000013486	miox
ENSEEEP00000059035	ENSEEEG00000028456	zmp:0000000521	ENSPKIP00000029843	ENSPKIG00000010931	zmp:0000000521
ENSEEEP00000040289	ENSEEEG00000019101	myoz3a	ENSPKIP00000000754	ENSPKIG00000019303	myoz3b
ENSEEEP00000028503	ENSEEEG00000013694	LYZ	ENSPKIP00000037341	ENSPKIG00000015560	
ENSEEEP00000008829	ENSEEEG00000004541	YIPF2	ENSPKIP00000020382	ENSPKIG00000005186	yipf2
ENSEEEP00000057498	ENSEEEG00000000208	pigu	ENSPKIP00000020554	ENSPKIG00000005277	pigu
ENSEEEP00000040286	ENSEEEG00000019100	rgs14a	ENSPKIP00000000677	ENSPKIG00000019254	
ENSEEEP00000008830	ENSEEEG00000004562	TIMM29	ENSPKIP00000020362	ENSPKIG00000005175	timm29
ENSEEEP00000044758	ENSEEEG00000021130	TPK1	ENSPKIP00000009507	ENSPKIG00000024582	tpk1
ENSEEEP00000057791	ENSEEEG00000026692	SEC61G	ENSPKIP00000022775	ENSPKIG00000006649	sec61g
ENSEEEP00000011262	ENSEEEG00000005710	PLCXD2	ENSPKIP00000001038	ENSPKIG00000019482	plcxd2
ENSEEEP00000053955	ENSEEEG00000025443	si:ch73-264p11.1	ENSPKIP00000011714	ENSPKIG00000018697	
ENSEEEP00000040872	ENSEEEG00000019110	MORC2	ENSPKIP00000025507	ENSPKIG00000008356	morc2
ENSEEEP00000004297	ENSEEEG00000002268	SIRT6	ENSPKIP00000030023	ENSPKIG00000011041	sirt6
ENSEEEP00000051915	ENSEEEG00000024351	cux1b	ENSPKIP00000029277	ENSPKIG00000010559	cux1b
ENSEEEP00000011260	ENSEEEG00000005705	CIP2A	ENSPKIP00000001137	ENSPKIG00000019528	cip2a
ENSEEEP00000028420	ENSEEEG00000013663	lipib	ENSPKIP00000037390	ENSPKIG00000015595	lipib
ENSEEEP00000033429	ENSEEEG00000015806	NME7	ENSPKIP00000020594	ENSPKIG00000005301	nme7
ENSEEEP00000041504	ENSEEEG00000019626	DGKQ	ENSPKIP00000030439	ENSPKIG00000011257	DGKQ
ENSEEEP00000016496	ENSEEEG00000008174	rxfp3.2b	ENSPKIP00000000184	ENSPKIG00000018949	rxfp3.2b
ENSEEEP00000010396	ENSEEEG00000005264		ENSPKIP00000005446	ENSPKIG00000022120	traf3ip2l
ENSEEEP00000028407	ENSEEEG00000013662	zgc:112982	ENSPKIP00000032150	ENSPKIG00000012358	
ENSEEEP00000009701	ENSEEEG00000004946	POU2F3	ENSPKIP00000040571	ENSPKIG00000017470	pou2f3
ENSEEEP00000010395	ENSEEEG00000005262	NEGR1	ENSPKIP00000004819	ENSPKIG00000021762	negr1
ENSEEEP00000063558	ENSEEEG00000019633	SLC39A8	ENSPKIP00000030562	ENSPKIG00000011365	SLC39A8
ENSEEEP00000014091	ENSEEEG00000006989	rab5c	ENSPKIP00000014024	ENSPKIG00000001237	rab5c
ENSEEEP00000009694	ENSEEEG00000004944	FOXR1	ENSPKIP00000041443	ENSPKIG00000017997	foxr1
ENSEEEP00000010393	ENSEEEG00000005261	ZRANB2	ENSPKIP00000004780	ENSPKIG00000021734	zranb2
ENSEEEP00000010167	ENSEEEG00000005157	HYI	ENSPKIP00000038106	ENSPKIG00000016026	hyi
ENSEEEP00000054195	ENSEEEG00000013658	ARGLU1	ENSPKIP00000000467	ENSPKIG00000019101	MAP7D2
ENSEEEP00000016440	ENSEEEG00000008137	RALBP1	ENSPKIP00000026386	ENSPKIG00000008882	ralbp1
ENSEEEP00000012469	ENSEEEG00000006247	ATG3	ENSPKIP00000017003	ENSPKIG00000003083	atg3
ENSEEEP00000009691	ENSEEEG00000004942	ccdc84	ENSPKIP00000041390	ENSPKIG00000017953	cenatac
ENSEEEP00000017399	ENSEEEG00000008606		ENSPKIP00000032192	ENSPKIG00000012385	
ENSEEEP00000041509	ENSEEEG00000019635	ABHD18	ENSPKIP00000021771	ENSPKIG00000006009	abhd18
ENSEEEP00000028394	ENSEEEG00000013657	eif1axb	ENSPKIP00000000368	ENSPKIG00000019062	eif1axb
ENSEEEP00000060783	ENSEEEG00000005259	PTGER3	ENSPKIP00000004735	ENSPKIG00000021722	ptger3
ENSEEEP00000061015	ENSEEEG00000008607	MED8	ENSPKIP00000038164	ENSPKIG00000016056	MED8
ENSEEEP00000055405	ENSEEEG00000004480	nfyba	ENSPKIP00000039023	ENSPKIG00000016560	NFYB
ENSEEEP00000032720	ENSEEEG00000015592	C2CD5	ENSPKIP00000027685	ENSPKIG00000009586	c2cd5
ENSEEEP00000058875	ENSEEEG00000024757	osgn1	ENSPKIP00000020488	ENSPKIG00000005252	osgn1
ENSEEEP00000012435	ENSEEEG00000006244	NHEJ1	ENSPKIP00000013748	ENSPKIG00000001066	nhej1
ENSEEEP00000062160	ENSEEEG00000019639	FAM193B	ENSPKIP00000024554	ENSPKIG00000007761	fam193b
ENSEEEP00000008702	ENSEEEG00000004517	CHST11	ENSPKIP00000039127	ENSPKIG00000016614	chst11
ENSEEEP00000040175	ENSEEEG00000019057	mych	ENSPKIP00000020299	ENSPKIG00000005134	mych
ENSEEEP00000001978	ENSEEEG00000001232	TMEM208	ENSPKIP00000007267	ENSPKIG00000023228	tmem208
ENSEEEP00000001979	ENSEEEG00000001234	si:ch211-122f10.4	ENSPKIP00000016516	ENSPKIG00000002800	si:ch211-122f10.4
ENSEEEP00000041538	ENSEEEG00000019640	DDX41	ENSPKIP00000024483	ENSPKIG00000007704	DDX41
ENSEEEP00000064231	ENSEEEG00000026117	TLE5	ENSPKIP00000025937	ENSPKIG00000008606	TLE5
ENSEEEP00000063394	ENSEEEG00000001235	saa	ENSPKIP00000011552	ENSPKIG00000018589	saa
ENSEEEP00000010376	ENSEEEG00000005093	cthl	ENSPKIP00000004621	ENSPKIG00000021646	cthl
ENSEEEP00000040172	ENSEEEG00000019046	ERGIC3	ENSPKIP00000020112	ENSPKIG00000004998	ergic3
ENSEEEP00000032730	ENSEEEG00000015597	tnni1c	ENSPKIP00000033822	ENSPKIG00000013352	tnni1d
ENSEEEP00000012406	ENSEEEG00000006228	bin1b	ENSPKIP00000013982	ENSPKIG00000001205	bin1b
ENSEEEP00000009672	ENSEEEG00000004930	tlcd5b	ENSPKIP00000040666	ENSPKIG00000017542	tlcd5b
ENSEEEP00000041540	ENSEEEG00000019645	ptpn18	ENSPKIP00000024366	ENSPKIG00000007642	DOK3
ENSEEEP00000058786	ENSEEEG00000025141	YJU2	ENSPKIP00000040282	ENSPKIG00000017199	YJU2
ENSEEEP00000056807	ENSEEEG00000025786	SDHAF2	ENSPKIP00000041597	ENSPKIG00000018087	SDHAF2
ENSEEEP00000053171	ENSEEEG00000000622	znf648	ENSPKIP00000020539	ENSPKIG00000005276	znf648
ENSEEEP00000009667	ENSEEEG00000004926	mcama	ENSPKIP00000041628	ENSPKIG00000018102	mcama
ENSEEEP00000041541	ENSEEEG00000019648	atoh1b	ENSPKIP00000024293	ENSPKIG00000007605	
ENSEEEP00000001993	ENSEEEG00000001243	CPSF7	ENSPKIP00000041533	ENSPKIG00000018054	CPSF7
ENSEEEP00000009660	ENSEEEG00000004923	MIS12	ENSPKIP00000041812	ENSPKIG00000018214	mis12
ENSEEEP00000001997	ENSEEEG00000001244	POLR2L	ENSPKIP00000041408	ENSPKIG00000017973	polr2l
ENSEEEP00000053445	ENSEEEG00000024870		ENSPKIP00000041718	ENSPKIG00000018171	
ENSEEEP00000009655	ENSEEEG00000004916	DERL2	ENSPKIP00000041842	ENSPKIG00000018226	derl2
ENSEEEP00000059208	ENSEEEG00000024989	ROMO1	ENSPKIP00000020283	ENSPKIG00000005121	romo1
ENSEEEP00000009996	ENSEEEG00000005080	NIT2	ENSPKIP00000006058	ENSPKIG00000022495	nit2
ENSEEEP00000002000	ENSEEEG00000001245	DAGLA	ENSPKIP00000041222	ENSPKIG00000017841	dagla
ENSEEEP00000040146	ENSEEEG00000019031	CYC1	ENSPKIP00000020009	ENSPKIG00000004950	cyc1
ENSEEEP00000016357	ENSEEEG00000008097	DYNLRB2	ENSPKIP00000015680	ENSPKIG00000002313	
ENSEEEP00000063469	ENSEEEG00000028772	gadd45ab	ENSPKIP00000020466	ENSPKIG00000005239	gadd45aa
ENSEEEP00000040130	ENSEEEG00000019028	RALY	ENSPKIP00000019935	ENSPKIG00000004894	raly
ENSEEEP00000043776	ENSEEEG00000020692	FABP6	ENSPKIP00000027086	ENSPKIG00000009298	fabp6
ENSEEEP00000004192	ENSEEEG00000002215	DR1	ENSPKIP00000020295	ENSPKIG00000005128	dr1
ENSEEEP00000058115	ENSEEEG00000026208	CLTB	ENSPKIP00000006551	ENSPKIG00000022782	cltb
ENSEEEP00000043774	ENSEEEG00000020690	PWWP2A	ENSPKIP00000041588	ENSPKIG00000018078	pwwp2a
ENSEEEP00000056105	ENSEEEG00000028969	higd2a	ENSPKIP00000006707	ENSPKIG00000022878	higd2a
ENSEEEP00000009977	ENSEEEG00000005053	GTPBP6	ENSPKIP00000006094	ENSPKIG00000022514	gtpbp6
ENSEEEP00000032737	ENSEEEG00000015601	DDX11	ENSPKIP00000016114	ENSPKIG00000002544	ddx11
ENSEEEP00000043766	ENSEEEG00000020689	TTC1	ENSPKIP00000026990	ENSPKIG00000009242	ttc1
ENSEEEP00000026215	ENSEEEG00000012669	FAF2	ENSPKIP00000006499	ENSPKIG00000022745	faf2
ENSEEEP00000009566	ENSEEEG00000004821	RABEP1	ENSPKIP00000041939	ENSPKIG00000018273	rabep1
ENSEEEP00000043755	ENSEEEG00000020684	HAVCR1	ENSPKIP00000041422	ENSPKIG00000017984	
ENSEEEP00000007393	ENSEEEG00000003879		ENSPKIP00000001093	ENSPKIG00000019508	
ENSEEEP00000032750	ENSEEEG00000015603	wash1	ENSPKIP00000033503	ENSPKIG00000013178	wash1
ENSEEEP00000056387	ENSEEEG00000029128	asip1	ENSPKIP00000019754	ENSPKIG00000004798	asip1
ENSEEEP00000007394	ENSEEEG00000003880	CMTR2	ENSPKIP00000008102	ENSPKIG00000023749	cmtr2
ENSEEEP00000014961	ENSEEEG00000007451	TIMD4	ENSPKIP00000041284	ENSPKIG00000017892	timd4
ENSEEEP00000035325	ENSEEEG00000016814	MBTPS2	ENSPKIP00000032492	ENSPKIG00000012564	mbtps2
ENSEEEP00000026199	ENSEEEG00000012665	rnf165b	ENSPKIP00000006397	ENSPKIG00000022693	rnf44
ENSEEEP00000040072	ENSEEEG00000018907	AHCY	ENSPKIP00000019719	ENSPKIG00000004778	ahcy
ENSEEEP00000056991	ENSEEEG00000028940		ENSPKIP00000026842	ENSPKIG00000009156	
ENSEEEP00000033223	ENSEEEG00000015794	zgc:172121	ENSPKIP00000016537	ENSPKIG00000002811	zgc:172121
ENSEEEP00000016761	ENSEEEG00000007964	DHX58	ENSPKIP00000002172	ENSPKIG00000020140	dhx58
ENSEEEP00000039855	ENSEEEG00000018896	chmp4ba	ENSPKIP00000019671	ENSPKIG00000004747	
ENSEEEP00000039845	ENSEEEG00000018891	atp5f1e	ENSPKIP00000017920	ENSPKIG00000003652	atp5f1e
ENSEEEP00000033220	ENSEEEG00000015792	bivm	ENSPKIP00000016488	ENSPKIG00000002784	bivm
ENSEEEP00000055696	ENSEEEG00000027755	zbtb22a	ENSPKIP00000002054	ENSPKIG00000020092	zbtb22a
ENSEEEP00000064617	ENSEEEG00000027524	SMIM13	ENSPKIP00000018046	ENSPKIG00000003755	smim13
ENSEEEP00000009918	ENSEEEG00000005045	PLCXD1	ENSPKIP00000006165	ENSPKIG00000022548	plcxd1.1
ENSEEEP00000014947	ENSEEEG00000007446	FAM53C	ENSPKIP00000041121	ENSPKIG00000017801	fam53c
ENSEEEP00000058660	ENSEEEG00000024741	si:ch211-201h21.5	ENSPKIP00000016436	ENSPKIG00000002759	si:ch211-201h21.5
ENSEEEP00000043680	ENSEEEG00000020643	DAD1	ENSPKIP00000035986	ENSPKIG00000014730	
ENSEEEP00000012159	ENSEEEG00000006133	dtd1	ENSPKIP00000022216	ENSPKIG00000006316	dtd1
ENSEEEP00000014945	ENSEEEG00000007444	slbp2	ENSPKIP00000026175	ENSPKIG00000008757	slbp2
ENSEEEP00000037548	ENSEEEG00000017850	GTF2A2	ENSPKIP00000013931	ENSPKIG00000001173	gtf2a2
ENSEEEP00000014940	ENSEEEG00000007442	ZMAT2	ENSPKIP00000041068	ENSPKIG00000017778	zmat2
ENSEEEP00000014935	ENSEEEG00000007439	lcp2a	ENSPKIP00000041039	ENSPKIG00000017751	lcp2a
ENSEEEP00000037532	ENSEEEG00000017846	RAB8B	ENSPKIP00000013623	ENSPKIG00000000981	rab8b
ENSEEEP00000064165	ENSEEEG00000024306	SAR1B	ENSPKIP00000040374	ENSPKIG00000017353	sar1b
ENSEEEP00000014933	ENSEEEG00000007437	NHP2	ENSPKIP00000022384	ENSPKIG00000006410	nhp2
ENSEEEP00000008922	ENSEEEG00000004606	si:dkey-48p11.3	ENSPKIP00000039587	ENSPKIG00000016894	nopchap1
ENSEEEP00000014930	ENSEEEG00000007436	GRPEL2	ENSPKIP00000040916	ENSPKIG00000017691	grpel2
ENSEEEP00000051773	ENSEEEG00000024309	CDKN2AIPNL	ENSPKIP00000029643	ENSPKIG00000010812	cdkn2aipnl
ENSEEEP00000058039	ENSEEEG00000028495	UBE2B	ENSPKIP00000019668	ENSPKIG00000004732	ube2b
ENSEEEP00000039556	ENSEEEG00000018783	tmem119b	ENSPKIP00000040333	ENSPKIG00000017340	tmem119b
ENSEEEP00000007423	ENSEEEG00000003891	SLC38A7	ENSPKIP00000016363	ENSPKIG00000002694	slc38a7
ENSEEEP00000047043	ENSEEEG00000022141	SKP1	ENSPKIP00000019570	ENSPKIG00000004682	skp1
ENSEEEP00000043290	ENSEEEG00000020448		ENSPKIP00000017394	ENSPKIG00000003330	
ENSEEEP00000047060	ENSEEEG00000022150	TCF7	ENSPKIP00000019503	ENSPKIG00000004591	tcf7
ENSEEEP00000043289	ENSEEEG00000020447	foxl2b	ENSPKIP00000022064	ENSPKIG00000006191	FOXL2
ENSEEEP00000009410	ENSEEEG00000004778	NUP88	ENSPKIP00000042013	ENSPKIG00000018374	nup88
ENSEEEP00000060337	ENSEEEG00000007382	SNX12	ENSPKIP00000014413	ENSPKIG00000001487	SNX12
ENSEEEP00000007435	ENSEEEG00000003906	MRPL21	ENSPKIP00000032036	ENSPKIG00000012297	mrpl21
ENSEEEP00000010983	ENSEEEG00000005210	AQP8	ENSPKIP00000011959	ENSPKIG00000025640	aqp8a.1
ENSEEEP00000047082	ENSEEEG00000022153	vdac1	ENSPKIP00000019154	ENSPKIG00000004438	vdac1
ENSEEEP00000051939	ENSEEEG00000024366	BUD23	ENSPKIP00000034747	ENSPKIG00000013949	bud23
ENSEEEP00000047086	ENSEEEG00000022165	C5orf15	ENSPKIP00000040859	ENSPKIG00000017660	C5orf15
ENSEEEP00000010663	ENSEEEG00000028601	rab39ba	ENSPKIP00000003177	ENSPKIG00000020795	rab39ba
ENSEEEP00000014818	ENSEEEG00000007378	rab38c	ENSPKIP00000013469	ENSPKIG00000000898	rab38c
