Hsa Gene ID	Hsa Protein ID	Hsa Gene Name	Pka Gene ID	Pka Protein ID	Pka Gene Name
ENSP00000364929	ENSG00000153487	ING1	ENSPKIP00000027570	ENSPKIG00000009581	ing1
ENSP00000328364	ENSG00000182759	MAFA	ENSPKIP00000016716	ENSPKIG00000002924	mafaa
ENSP00000261296	ENSG00000088451	TGDS	ENSPKIP00000000150	ENSPKIG00000018894	TGDS
ENSP00000302924	ENSG00000172458	IL17D	ENSPKIP00000014712	ENSPKIG00000001684	il17d
ENSP00000502252	ENSG00000102445	RUBCNL	ENSPKIP00000002218	ENSPKIG00000020195	rubcnl
ENSP00000521068	ENSG00000234469	CLDN34	ENSPKIP00000034116	ENSPKIG00000013577	
ENSP00000631215	ENSG00000134882	UBAC2	ENSPKIP00000020241	ENSPKIG00000005076	ubac2
ENSP00000322396	ENSG00000179041	RRS1	ENSPKIP00000024875	ENSPKIG00000007953	rrs1
ENSP00000579680	ENSG00000136158	SPRY2	ENSPKIP00000022639	ENSPKIG00000006559	spry2
ENSP00000521113	ENSG00000225366	CRIPTO3	ENSPKIP00000004155	ENSPKIG00000021384	tdgf1
ENSP00000515414	ENSG00000290230		ENSPKIP00000042027	ENSPKIG00000018362	exosc4
ENSP00000516752	ENSG00000164933	SLC25A32	ENSPKIP00000040528	ENSPKIG00000017451	slc25a32a
ENSP00000342121	ENSG00000127870	RNF6	ENSPKIP00000033896	ENSPKIG00000013440	rnf6
ENSP00000297324	ENSG00000164743	C8orf48	ENSPKIP00000001751	ENSPKIG00000019922	
ENSP00000498157	ENSG00000100138	SNU13	ENSPKIP00000025043	ENSPKIG00000008062	snu13b
ENSP00000369411	ENSG00000133119	RFC3	ENSPKIP00000038719	ENSPKIG00000016381	rfc3
ENSP00000565202	ENSG00000069998	HDHD5	ENSPKIP00000013055	ENSPKIG00000000633	hdhd5
ENSP00000596305	ENSG00000155959	VBP1	ENSPKIP00000003210	ENSPKIG00000020808	vbp1
ENSP00000319914	ENSG00000176907	TCIM	ENSPKIP00000004905	ENSPKIG00000021807	tcimb
ENSP00000796126	ENSG00000185825	BCAP31	ENSPKIP00000037480	ENSPKIG00000015641	bcap31
ENSP00000366267	ENSG00000179399	GPC5	ENSPKIP00000022376	ENSPKIG00000006408	gpc5a
ENSP00000217426	ENSG00000101444	AHCY	ENSPKIP00000019719	ENSPKIG00000004778	ahcy
ENSP00000603106	ENSG00000125246	CLYBL	ENSPKIP00000020064	ENSPKIG00000004987	clybl
ENSP00000369618	ENSG00000215251	FASTKD5	ENSPKIP00000038206	ENSPKIG00000016079	FASTKD5
ENSP00000380872	ENSG00000182405	PGBD4	ENSPKIP00000032450	ENSPKIG00000012553	
ENSP00000217446	ENSG00000101464	PIGU	ENSPKIP00000020554	ENSPKIG00000005277	pigu
ENSP00000401764	ENSG00000125931	CITED1	ENSPKIP00000001822	ENSPKIG00000019960	cited1
ENSP00000286732	ENSG00000156206	CFAP161	ENSPKIP00000003621	ENSPKIG00000021050	cfap161
ENSP00000746017	ENSG00000215440	NPEPL1	ENSPKIP00000018396	ENSPKIG00000003963	npepl1
ENSP00000489525	ENSG00000259332	ST20-MTHFS	ENSPKIP00000040961	ENSPKIG00000017707	mthfs
ENSP00000414750	ENSG00000215474	SKOR2	ENSPKIP00000006636	ENSPKIG00000022834	skor2
ENSP00000388723	ENSG00000234438	KBTBD13	ENSPKIP00000036627	ENSPKIG00000015128	KBTBD13
ENSP00000392762	ENSG00000080166	DCT	ENSPKIP00000021998	ENSPKIG00000006169	dct
ENSP00000613896	ENSG00000017797	RALBP1	ENSPKIP00000026386	ENSPKIG00000008882	ralbp1
ENSP00000399547	ENSG00000230778	ANKRD63	ENSPKIP00000019115	ENSPKIG00000004420	ANKRD63
ENSP00000384667	ENSG00000128346	C22orf23	ENSPKIP00000015881	ENSPKIG00000002426	si:dkey-43k4.3
ENSP00000512259	ENSG00000183287	CCBE1	ENSPKIP00000001478	ENSPKIG00000019761	
ENSP00000267984	ENSG00000140406	TLNRD1	ENSPKIP00000041714	ENSPKIG00000018170	tlnrd1
ENSP00000492634	ENSG00000259330	INAFM2	ENSPKIP00000027227	ENSPKIG00000009376	
ENSP00000307297	ENSG00000169105	CHST14	ENSPKIP00000025997	ENSPKIG00000008648	chst14
ENSP00000298743	ENSG00000180447	GAS1	ENSPKIP00000041589	ENSPKIG00000018079	GAS1
ENSP00000424768	ENSG00000251349	MSANTD3-TMEFF1	ENSPKIP00000023284	ENSPKIG00000006973	tmeff1b
ENSP00000606927	ENSG00000159873	CCDC117	ENSPKIP00000006581	ENSPKIG00000022805	ccdc117
ENSP00000440217	ENSG00000130032	PRRG3	ENSPKIP00000026326	ENSPKIG00000008856	si:dkey-38k9.5
ENSP00000479370	ENSG00000138867	GUCD1	ENSPKIP00000037084	ENSPKIG00000015411	gucd1
ENSP00000435033	ENSG00000284341		ENSPKIP00000003878	ENSPKIG00000021204	ptgdsa
ENSP00000788172	ENSG00000099994	SUSD2	ENSPKIP00000007577	ENSPKIG00000023406	SUSD2
ENSP00000375053	ENSG00000187713	TMEM203	ENSPKIP00000040512	ENSPKIG00000017450	tmem203
ENSP00000349041	ENSG00000198435	NRARP	ENSPKIP00000003827	ENSPKIG00000021164	nrarpa
ENSP00000488580	ENSG00000274619	CFD	ENSPKIP00000009361	ENSPKIG00000024495	cfd
ENSP00000485512	ENSG00000188710	QRFP	ENSPKIP00000023559	ENSPKIG00000007145	
ENSP00000361569	ENSG00000188483	IER5L	ENSPKIP00000012852	ENSPKIG00000000502	ier5l
ENSP00000512931	ENSG00000132958	TPTE2	ENSPKIP00000004357	ENSPKIG00000021473	tpte
ENSP00000749656	ENSG00000134873	CLDN10	ENSPKIP00000021860	ENSPKIG00000006085	cldn10a
ENSP00000370508	ENSG00000122033	MTIF3	ENSPKIP00000011681	ENSPKIG00000018672	mtif3
ENSP00000495484	ENSG00000257524		ENSPKIP00000010359	ENSPKIG00000025105	st6galnac6
ENSP00000497618	ENSG00000285942		ENSPKIP00000006198	ENSPKIG00000022580	lrrc57
ENSP00000541651	ENSG00000128298	BAIAP2L2	ENSPKIP00000014105	ENSPKIG00000001300	
ENSP00000536344	ENSG00000133103	COG6	ENSPKIP00000016208	ENSPKIG00000002612	cog6
ENSP00000477141	ENSG00000260230	FRRS1L	ENSPKIP00000035714	ENSPKIG00000014554	frrs1l
ENSP00000497886	ENSG00000206418	RAB12	ENSPKIP00000025895	ENSPKIG00000008579	rab12
ENSP00000361151	ENSG00000170835	CEL	ENSPKIP00000024247	ENSPKIG00000007560	cel.1
ENSP00000299727	ENSG00000166573	GALR1	ENSPKIP00000033974	ENSPKIG00000013494	galr1a
ENSP00000360640	ENSG00000000419	DPM1	ENSPKIP00000008524	ENSPKIG00000023975	dpm1
ENSP00000255224	ENSG00000132872	SYT4	ENSPKIP00000005637	ENSPKIG00000022233	syt4
ENSP00000650206	ENSG00000100353	EIF3D	ENSPKIP00000034674	ENSPKIG00000013892	eif3d
ENSP00000370527	ENSG00000159200	RCAN1	ENSPKIP00000015512	ENSPKIG00000002202	
ENSP00000361667	ENSG00000175283	DOLK	ENSPKIP00000010720	ENSPKIG00000025330	dolk
ENSP00000439287	ENSG00000101098	RIMS4	ENSPKIP00000030044	ENSPKIG00000011049	rims4
ENSP00000308759	ENSG00000173276	ZBTB21	ENSPKIP00000003071	ENSPKIG00000020728	ZBTB21
ENSP00000582805	ENSG00000134900	TPP2	ENSPKIP00000026755	ENSPKIG00000009054	tpp2
ENSP00000799860	ENSG00000178127	NDUFV2	ENSPKIP00000026179	ENSPKIG00000008753	ndufv2
ENSP00000563050	ENSG00000241837	ATP5PO	ENSPKIP00000030208	ENSPKIG00000011154	atp5po
ENSP00000478308	ENSG00000273936	TNFRSF14	ENSPKIP00000035152	ENSPKIG00000014194	
ENSP00000369581	ENSG00000171855	IFNB1	ENSPKIP00000041369	ENSPKIG00000017943	
ENSP00000332034	ENSG00000120685	PROSER1	ENSPKIP00000004692	ENSPKIG00000021689	proser1
ENSP00000317691	ENSG00000178718	RPP25	ENSPKIP00000001215	ENSPKIG00000019597	RPP25
ENSP00000276927	ENSG00000197919	IFNA1	ENSPKIP00000008539	ENSPKIG00000023991	
ENSP00000487073	ENSG00000255192	NANOGP8	ENSPKIP00000024932	ENSPKIG00000007992	nanog
ENSP00000365426	ENSG00000134864	GGACT	ENSPKIP00000035187	ENSPKIG00000014240	ggact.1
ENSP00000383115	ENSG00000158270	COLEC12	ENSPKIP00000029847	ENSPKIG00000010920	colec12
ENSP00000558508	ENSG00000156273	BACH1	ENSPKIP00000017054	ENSPKIG00000003128	bach1a
ENSP00000303549	ENSG00000171657	GPR82	ENSPKIP00000017660	ENSPKIG00000003483	GPR82
ENSP00000368682	ENSG00000102174	PHEX	ENSPKIP00000032753	ENSPKIG00000012686	phex
ENSP00000735604	ENSG00000141380	SS18	ENSPKIP00000039845	ENSPKIG00000017040	ss18
ENSP00000377807	ENSG00000187866	PABIR1	ENSPKIP00000009708	ENSPKIG00000024715	pabir2
ENSP00000484288	ENSG00000174405	LIG4	ENSPKIP00000030973	ENSPKIG00000011645	lig4
ENSP00000366897	ENSG00000118922	KLF12	ENSPKIP00000034313	ENSPKIG00000013699	klf12a
ENSP00000465231	ENSG00000137878	GCOM1	ENSPKIP00000005920	ENSPKIG00000022410	myzap
ENSP00000368244	ENSG00000089199	CHGB	ENSPKIP00000017666	ENSPKIG00000003486	
ENSP00000559903	ENSG00000101216	GMEB2	ENSPKIP00000021806	ENSPKIG00000006063	gmeb2
ENSP00000504566	ENSG00000171791	BCL2	ENSPKIP00000016760	ENSPKIG00000002953	bcl2b
ENSP00000319417	ENSG00000165480	SKA3	ENSPKIP00000014825	ENSPKIG00000001754	ska3
ENSP00000391457	ENSG00000153391	INO80C	ENSPKIP00000006215	ENSPKIG00000022582	ino80c
ENSP00000364265	ENSG00000178919	FOXE1	ENSPKIP00000036383	ENSPKIG00000014975	foxe3
ENSP00000345147	ENSG00000125816	NKX2-4	ENSPKIP00000004362	ENSPKIG00000021504	nkx2.4a
ENSP00000555125	ENSG00000125901	MRPS26	ENSPKIP00000002118	ENSPKIG00000020131	mrps26
ENSP00000465953	ENSG00000132874	SLC14A2	ENSPKIP00000038057	ENSPKIG00000015990	slc14a2
ENSP00000267328	ENSG00000139832	RAB20	ENSPKIP00000027735	ENSPKIG00000009670	rab20
ENSP00000523595	ENSG00000141448	GATA6	ENSPKIP00000022636	ENSPKIG00000006558	gata6
ENSP00000261590	ENSG00000046604	DSG2	ENSPKIP00000024083	ENSPKIG00000007457	
ENSP00000341815	ENSG00000203883	SOX18	ENSPKIP00000001701	ENSPKIG00000019898	sox18
ENSP00000443783	ENSG00000174306	ZHX3	ENSPKIP00000021442	ENSPKIG00000005847	ZHX3
ENSP00000461521	ENSG00000263290	SCAMP3	ENSPKIP00000037776	ENSPKIG00000015823	scamp3
ENSP00000461152	ENSG00000262666	ENTREP3	ENSPKIP00000035751	ENSPKIG00000014582	fam189b
ENSP00000497783	ENSG00000154059	IMPACT	ENSPKIP00000040168	ENSPKIG00000017235	impact
ENSP00000720303	ENSG00000150403	SLC9D1	ENSPKIP00000027366	ENSPKIG00000009448	slc9d1
ENSP00000348273	ENSG00000197971	MBP	ENSPKIP00000034017	ENSPKIG00000013514	MBP
ENSP00000215855	ENSG00000100053	CRYBB3	ENSPKIP00000038643	ENSPKIG00000016336	crybb3
ENSP00000540660	ENSG00000100226	GTPBP1	ENSPKIP00000020966	ENSPKIG00000005548	gtpbp1
ENSP00000645106	ENSG00000100319	ZMAT5	ENSPKIP00000007983	ENSPKIG00000023667	zmat5
ENSP00000544598	ENSG00000244005	NFS1	ENSPKIP00000040295	ENSPKIG00000017289	nfs1
ENSP00000270112	ENSG00000142149	HUNK	ENSPKIP00000006052	ENSPKIG00000022484	HUNK
ENSP00000494248	ENSG00000285390	ATP5IF1	ENSPKIP00000023928	ENSPKIG00000007385	atp5if1a
ENSP00000371794	ENSG00000205927	OLIG2	ENSPKIP00000030701	ENSPKIG00000011466	olig2
ENSP00000355180	ENSG00000142156	COL6A1	ENSPKIP00000028240	ENSPKIG00000009956	col6a1
ENSP00000244745	ENSG00000124766	SOX4	ENSPKIP00000002136	ENSPKIG00000020154	sox4b
ENSP00000415430	ENSG00000075218	GTSE1	ENSPKIP00000016646	ENSPKIG00000002881	gtse1
ENSP00000493906	ENSG00000054598	FOXC1	ENSPKIP00000026640	ENSPKIG00000009037	foxc1a
ENSP00000345464	ENSG00000187566	NHLRC1	ENSPKIP00000001460	ENSPKIG00000019753	NHLRC1
ENSP00000329170	ENSG00000184486	POU3F2	ENSPKIP00000032797	ENSPKIG00000012751	POU3F2
ENSP00000360240	ENSG00000203972	GLYATL3	ENSPKIP00000019258	ENSPKIG00000004500	si:ch73-106k19.2
ENSP00000498505	ENSG00000166265	CYYR1	ENSPKIP00000029501	ENSPKIG00000010721	cyyr1
ENSP00000369962	ENSG00000183067	IGSF5	ENSPKIP00000022824	ENSPKIG00000006690	igsf5a
ENSP00000300255	ENSG00000166979	EVA1C	ENSPKIP00000006184	ENSPKIG00000022564	
ENSP00000216036	ENSG00000100218	RSPH14	ENSPKIP00000003124	ENSPKIG00000020758	rsph14
ENSP00000583515	ENSG00000089091	DZANK1	ENSPKIP00000019064	ENSPKIG00000004383	dzank1
ENSP00000641289	ENSG00000196199	MPHOSPH8	ENSPKIP00000017705	ENSPKIG00000003488	mphosph8
ENSP00000215742	ENSG00000184436	THAP7	ENSPKIP00000023045	ENSPKIG00000006821	thap7
ENSP00000486510	ENSG00000280663	PCMTD2	ENSPKIP00000021388	ENSPKIG00000005817	pcmtd2b
ENSP00000555418	ENSG00000093072	ADA2	ENSPKIP00000040438	ENSPKIG00000017396	ada2b
ENSP00000533346	ENSG00000136110	CNMD	ENSPKIP00000030771	ENSPKIG00000011503	cnmd
ENSP00000356908	ENSG00000146378	TAAR2	ENSPKIP00000002207	ENSPKIG00000020186	TAAR5
ENSP00000411658	ENSG00000141433	ADCYAP1	ENSPKIP00000029301	ENSPKIG00000010573	adcyap1a
ENSP00000291592	ENSG00000160233	LRRC3	ENSPKIP00000000859	ENSPKIG00000019375	lrrc3
ENSP00000607325	ENSG00000159259	CHAF1B	ENSPKIP00000026196	ENSPKIG00000008763	chaf1b
ENSP00000394624	ENSG00000112038	OPRM1	ENSPKIP00000021813	ENSPKIG00000006065	oprm1
ENSP00000556158	ENSG00000166347	CYB5A	ENSPKIP00000019810	ENSPKIG00000004828	
ENSP00000025301	ENSG00000023516	AKAP11	ENSPKIP00000023859	ENSPKIG00000007325	akap11
ENSP00000493867	ENSG00000155307	SAMSN1	ENSPKIP00000020687	ENSPKIG00000005363	samsn1a
ENSP00000370421	ENSG00000139515	PDX1	ENSPKIP00000025587	ENSPKIG00000008406	pdx1
ENSP00000397435	ENSG00000102804	TSC22D1	ENSPKIP00000033662	ENSPKIG00000013295	tsc22d1
ENSP00000496779	ENSG00000099949	LZTR1	ENSPKIP00000009740	ENSPKIG00000024708	lztr1
ENSP00000326603	ENSG00000101596	SMCHD1	ENSPKIP00000028369	ENSPKIG00000009971	smchd1
ENSP00000761740	ENSG00000132963	POMP	ENSPKIP00000037160	ENSPKIG00000015452	pomp
ENSP00000291568	ENSG00000160213	CSTB	ENSPKIP00000011772	ENSPKIG00000018715	cst14a.1
ENSP00000332513	ENSG00000185437	SH3BGR	ENSPKIP00000031937	ENSPKIG00000012144	sh3bgr
ENSP00000356708	ENSG00000177468	OLIG3	ENSPKIP00000014501	ENSPKIG00000001548	olig3
ENSP00000486471	ENSG00000275990	NCF4	ENSPKIP00000018987	ENSPKIG00000004332	ncf4
ENSP00000269466	ENSG00000141642	ELAC1	ENSPKIP00000039586	ENSPKIG00000016890	elac1
ENSP00000323580	ENSG00000032742	IFT88	ENSPKIP00000015499	ENSPKIG00000002129	ift88
ENSP00000490709	ENSG00000261832		ENSPKIP00000039398	ENSPKIG00000016764	cln3
ENSP00000458900	ENSG00000263160	TMEM50B	ENSPKIP00000021127	ENSPKIG00000005647	TMEM50B
ENSP00000528843	ENSG00000100307	CBX7	ENSPKIP00000018354	ENSPKIG00000003942	
ENSP00000262039	ENSG00000078142	PIK3C3	ENSPKIP00000036789	ENSPKIG00000015200	pik3c3
ENSP00000008391	ENSG00000008197	TFAP2D	ENSPKIP00000004496	ENSPKIG00000021570	tfap2d
ENSP00000458791	ENSG00000180269	GPR139	ENSPKIP00000017152	ENSPKIG00000003194	GPR139
ENSP00000456500	ENSG00000225614	ZNF469	ENSPKIP00000035762	ENSPKIG00000014591	
ENSP00000368805	ENSG00000124827	GCM2	ENSPKIP00000023948	ENSPKIG00000007384	GCM2
ENSP00000398597	ENSG00000223496	EXOSC6	ENSPKIP00000005292	ENSPKIG00000022020	exosc6
ENSP00000230361	ENSG00000112599	GUCA1B	ENSPKIP00000020534	ENSPKIG00000005275	guca1b
ENSP00000332340	ENSG00000182810	DDX28	ENSPKIP00000003874	ENSPKIG00000021200	ddx28
ENSP00000319590	ENSG00000176381	PRR18	ENSPKIP00000023208	ENSPKIG00000006923	prr18
ENSP00000712364	ENSG00000134490	SLC35D4	ENSPKIP00000011876	ENSPKIG00000018350	slc35d4
ENSP00000244573	ENSG00000124610	H1-1	ENSPKIP00000004005	ENSPKIG00000021283	
ENSP00000566681	ENSG00000160183	TMPRSS3	ENSPKIP00000017234	ENSPKIG00000003233	tmprss3b
ENSP00000282003	ENSG00000152193	OBI1	ENSPKIP00000017861	ENSPKIG00000003620	
ENSP00000792787	ENSG00000136146	MED4	ENSPKIP00000001803	ENSPKIG00000019950	MED4
ENSP00000463151	ENSG00000265203	RBP3	ENSPKIP00000038507	ENSPKIG00000016226	rbp3
ENSP00000361967	ENSG00000124659	TBCC	ENSPKIP00000029556	ENSPKIG00000010761	tbcc
ENSP00000246115	ENSG00000125910	S1PR4	ENSPKIP00000029125	ENSPKIG00000010500	s1pr4
ENSP00000255476	ENSG00000133111	RFXAP	ENSPKIP00000007427	ENSPKIG00000023321	rfxap
ENSP00000241453	ENSG00000122025	FLT3	ENSPKIP00000025528	ENSPKIG00000008367	
ENSP00000527062	ENSG00000101457	DNTTIP1	ENSPKIP00000016799	ENSPKIG00000002964	ube2c
ENSP00000292574	ENSG00000160994	TEKTL1	ENSPKIP00000032920	ENSPKIG00000012826	tektl1
ENSP00000455755	ENSG00000258539		ENSPKIP00000013745	ENSPKIG00000001059	EEF1AKMT2
ENSP00000485690	ENSG00000275003	DDT	ENSPKIP00000036688	ENSPKIG00000015164	ddt
ENSP00000245304	ENSG00000125249	RAP2A	ENSPKIP00000021283	ENSPKIG00000005758	RAP2A
ENSP00000487431	ENSG00000281013	NDUFA6	ENSPKIP00000023856	ENSPKIG00000007330	ndufa6
ENSP00000507173	ENSG00000151835	SACS	ENSPKIP00000031345	ENSPKIG00000011853	sacs
ENSP00000372199	ENSG00000142207	URB1	ENSPKIP00000017964	ENSPKIG00000003683	urb1
ENSP00000472547	ENSG00000268790		ENSPKIP00000023348	ENSPKIG00000007017	smim7
ENSP00000284674	ENSG00000154478	GPR26	ENSPKIP00000017131	ENSPKIG00000003175	GPR26
ENSP00000481741	ENSG00000277656	GSTT1	ENSPKIP00000036712	ENSPKIG00000015176	gstt1b
ENSP00000370849	ENSG00000205730	ITPRIPL2	ENSPKIP00000002044	ENSPKIG00000020099	ITPRIPL2
ENSP00000795411	ENSG00000169062	UPF3A	ENSPKIP00000019122	ENSPKIG00000004422	upf3a
ENSP00000535637	ENSG00000100325	ASCC2	ENSPKIP00000002471	ENSPKIG00000020354	ascc2
ENSP00000577133	ENSG00000175354	PTPN2	ENSPKIP00000040129	ENSPKIG00000017135	ptpn2a
ENSP00000632458	ENSG00000185917	SETD4	ENSPKIP00000025657	ENSPKIG00000008446	setd4
ENSP00000330074	ENSG00000184357	H1-5	ENSPKIP00000010007	ENSPKIG00000024891	H1-6
ENSP00000491678	ENSG00000124155	PIGT	ENSPKIP00000041954	ENSPKIG00000018290	pigt
ENSP00000410041	ENSG00000180592	SKIDA1	ENSPKIP00000029564	ENSPKIG00000010764	SKIDA1
ENSP00000476672	ENSG00000235376	RPEL1	ENSPKIP00000031005	ENSPKIG00000011665	rpe
ENSP00000558986	ENSG00000133104	SPART	ENSPKIP00000014814	ENSPKIG00000001742	spartb
ENSP00000469872	ENSG00000171570	RAB4B-EGLN2	ENSPKIP00000028526	ENSPKIG00000010138	rab4b
ENSP00000413100	ENSG00000174109	UQCC4	ENSPKIP00000023092	ENSPKIG00000006856	uqcc4
ENSP00000244314	ENSG00000124449	IRGC	ENSPKIP00000003020	ENSPKIG00000020699	
ENSP00000484263	ENSG00000232258	TMEM114	ENSPKIP00000041092	ENSPKIG00000017784	TMEM114
ENSP00000304689	ENSG00000168286	THAP11	ENSPKIP00000015358	ENSPKIG00000002111	thap11
ENSP00000472384	ENSG00000268975	MIA-RAB4B	ENSPKIP00000026917	ENSPKIG00000009197	mia
ENSP00000306220	ENSG00000169446	MMGT1	ENSPKIP00000004071	ENSPKIG00000021318	
ENSP00000255499	ENSG00000133135	RNF128	ENSPKIP00000035266	ENSPKIG00000014292	rnf128a
ENSP00000464780	ENSG00000134779	TPGS2	ENSPKIP00000040362	ENSPKIG00000017360	tpgs2
ENSP00000299238	ENSG00000166189	HPS6	ENSPKIP00000024696	ENSPKIG00000007848	
ENSP00000579285	ENSG00000087842	PIR	ENSPKIP00000004171	ENSPKIG00000021380	pir
ENSP00000341021	ENSG00000188425	NANOS2	ENSPKIP00000023221	ENSPKIG00000006934	
ENSP00000360918	ENSG00000138135	CH25H	ENSPKIP00000010153	ENSPKIG00000024977	ch25h
ENSP00000456832	ENSG00000255339		ENSPKIP00000023885	ENSPKIG00000007344	ndufb8
ENSP00000517824	ENSG00000292086	FAHD2A	ENSPKIP00000014066	ENSPKIG00000001267	FAHD2A
ENSP00000363229	ENSG00000187714	SLC18A3	ENSPKIP00000020077	ENSPKIG00000005000	slc18a3b
ENSP00000430706	ENSG00000253626	EIF5AL1	ENSPKIP00000020791	ENSPKIG00000005442	
ENSP00000507261	ENSG00000288721		ENSPKIP00000014098	ENSPKIG00000001295	MED20
ENSP00000345716	ENSG00000189134	NKAPL	ENSPKIP00000000990	ENSPKIG00000019447	
ENSP00000358703	ENSG00000203877	RIPPLY2	ENSPKIP00000026289	ENSPKIG00000008840	ripply1
ENSP00000329926	ENSG00000185933	CALHM1	ENSPKIP00000015207	ENSPKIG00000002001	calhm1a
ENSP00000358798	ENSG00000183128	CALHM3	ENSPKIP00000015173	ENSPKIG00000001981	calhm3
ENSP00000493805	ENSG00000224578	HNRNPA1L3	ENSPKIP00000022109	ENSPKIG00000006240	
ENSP00000362777	ENSG00000179774	ATOH7	ENSPKIP00000020480	ENSPKIG00000005244	atoh7
ENSP00000568941	ENSG00000183255	PTTG1IP	ENSPKIP00000034431	ENSPKIG00000013764	
ENSP00000366157	ENSG00000152749	GPR180	ENSPKIP00000000014	ENSPKIG00000018842	GPR180
ENSP00000356541	ENSG00000169976	SF3B5	ENSPKIP00000021793	ENSPKIG00000006057	sf3b5
ENSP00000496438	ENSG00000267534	S1PR2	ENSPKIP00000037145	ENSPKIG00000015448	s1pr2
ENSP00000640697	ENSG00000136156	ITM2B	ENSPKIP00000001752	ENSPKIG00000019925	itm2ba
ENSP00000438264	ENSG00000204033	LRIT2	ENSPKIP00000019904	ENSPKIG00000004881	LRIT2
ENSP00000485701	ENSG00000277926	NEU4	ENSPKIP00000028856	ENSPKIG00000010329	neu4
ENSP00000358301	ENSG00000043591	ADRB1	ENSPKIP00000029063	ENSPKIG00000010458	adrb1
ENSP00000337432	ENSG00000112116	IL17F	ENSPKIP00000005328	ENSPKIG00000022047	il17a/f3
ENSP00000484960	ENSG00000157551	KCNJ15	ENSPKIP00000035106	ENSPKIG00000014182	KCNJ15
ENSP00000455469	ENSG00000203733	GJE1	ENSPKIP00000015325	ENSPKIG00000002091	gje1b
ENSP00000365678	ENSG00000165312	OTUD1	ENSPKIP00000003203	ENSPKIG00000020810	otud1
ENSP00000568861	ENSG00000139684	ESD	ENSPKIP00000001935	ENSPKIG00000020025	esd
ENSP00000470609	ENSG00000167774		ENSPKIP00000025105	ENSPKIG00000008085	ndufa7
ENSP00000515391	ENSG00000164508	H2AC1	ENSPKIP00000003821	ENSPKIG00000021160	
ENSP00000291577	ENSG00000160221	GATD3	ENSPKIP00000024799	ENSPKIG00000007897	gatd3
ENSP00000630460	ENSG00000101997	CCDC22	ENSPKIP00000030336	ENSPKIG00000011235	ccdc22
ENSP00000513596	ENSG00000100146	SOX10	ENSPKIP00000024628	ENSPKIG00000007801	SOX10
ENSP00000492441	ENSG00000270800	RPS10-NUDT3	ENSPKIP00000017383	ENSPKIG00000003321	rps10
ENSP00000498905	ENSG00000244752	CRYBB2	ENSPKIP00000038622	ENSPKIG00000016321	crybb2
ENSP00000497294	ENSG00000104826	LHB	ENSPKIP00000014741	ENSPKIG00000001704	lhb
ENSP00000506368	ENSG00000100023	PPIL2	ENSPKIP00000032841	ENSPKIG00000012778	ppil2
ENSP00000483729	ENSG00000132938	MTUS2	ENSPKIP00000016480	ENSPKIG00000002767	
ENSP00000518214	ENSG00000292253	TGOLN2	ENSPKIP00000010010	ENSPKIG00000024894	
ENSP00000365301	ENSG00000102466	FGF14	ENSPKIP00000019290	ENSPKIG00000004514	FGF14
ENSP00000517901	ENSG00000292155	RETSAT	ENSPKIP00000003733	ENSPKIG00000021116	si:ch1073-13h15.3
ENSP00000441381	ENSG00000162006	MSLNL	ENSPKIP00000028707	ENSPKIG00000010234	mslna
ENSP00000463762	ENSG00000249961	TERB1	ENSPKIP00000023818	ENSPKIG00000007302	
ENSP00000381036	ENSG00000118492	ADGB	ENSPKIP00000034230	ENSPKIG00000013635	
ENSP00000498000	ENSG00000285589		ENSPKIP00000019538	ENSPKIG00000004668	
ENSP00000303315	ENSG00000171223	JUNB	ENSPKIP00000027809	ENSPKIG00000009704	junba
ENSP00000618353	ENSG00000120662	MTRF1	ENSPKIP00000037591	ENSPKIG00000015711	mtrf1
ENSP00000297977	ENSG00000165259	HDX	ENSPKIP00000005741	ENSPKIG00000022290	hdx
ENSP00000518177	ENSG00000181915	ADO	ENSPKIP00000001139	ENSPKIG00000019545	adob
ENSP00000277570	ENSG00000148426	PROSER2	ENSPKIP00000011024	ENSPKIG00000025505	
ENSP00000600784	ENSG00000100211	CBY1	ENSPKIP00000016528	ENSPKIG00000002813	cby1
ENSP00000549918	ENSG00000240849	PEDS1	ENSPKIP00000023055	ENSPKIG00000006824	peds1b
ENSP00000505169	ENSG00000101160	CTSZ	ENSPKIP00000018341	ENSPKIG00000003935	ctsz
ENSP00000315070	ENSG00000177291	GJD4	ENSPKIP00000030927	ENSPKIG00000011615	GJD4
ENSP00000570888	ENSG00000185272	RBM11	ENSPKIP00000000565	ENSPKIG00000019177	rbm11
ENSP00000358997	ENSG00000184216	IRAK1	ENSPKIP00000008546	ENSPKIG00000023994	irak1
ENSP00000305631	ENSG00000171773	NXNL1	ENSPKIP00000028630	ENSPKIG00000010197	nxnl1
ENSP00000499711	ENSG00000184381	PLA2G6	ENSPKIP00000018784	ENSPKIG00000004189	pla2g6
ENSP00000547391	ENSG00000142168	SOD1	ENSPKIP00000005866	ENSPKIG00000022372	sod1
ENSP00000496809	ENSG00000118680	MYL12B	ENSPKIP00000020315	ENSPKIG00000005141	myl12.2
ENSP00000340677	ENSG00000075290	WNT8B	ENSPKIP00000024028	ENSPKIG00000007439	wnt8b
ENSP00000270458	ENSG00000142408	CACNG8	ENSPKIP00000032764	ENSPKIG00000012728	cacng8a
