Dre Gene ID	Dre Protein ID	Dre Gene Name	Eel Gene ID	Eel Protein ID	Eel Gene Name
ENSDARP00000148873	ENSDARG00000015921	pwp1	ENSEEEP00000021105	ENSEEEG00000010182	PWP1
ENSDARP00000085993	ENSDARG00000062951	meak7	ENSEEEP00000022505	ENSEEEG00000010921	MEAK7
ENSDARP00000018668	ENSDARG00000007804	gas6	ENSEEEP00000057470	ENSEEEG00000012494	GAS6
ENSDARP00000083758	ENSDARG00000060991	mief1	ENSEEEP00000049525	ENSEEEG00000023286	MIEF1
ENSDARP00000067487	ENSDARG00000045913	mrps10	ENSEEEP00000043740	ENSEEEG00000020679	MRPS10
ENSDARP00000147060	ENSDARG00000058005	hgd	ENSEEEP00000018491	ENSEEEG00000009069	HGD
ENSDARP00000118380	ENSDARG00000043635	cmc2	ENSEEEP00000036100	ENSEEEG00000017172	CMC2
ENSDARP00000022618	ENSDARG00000017658	gmppb	ENSEEEP00000021006	ENSEEEG00000010244	GMPPB
ENSDARP00000019404	ENSDARG00000045541	gcc1	ENSEEEP00000019414	ENSEEEG00000009511	GCC1
ENSDARP00000132264	ENSDARG00000101206	zgc:113363	ENSEEEP00000006800	ENSEEEG00000003590	zgc:113363
ENSDARP00000101713	ENSDARG00000079805	tagln3a	ENSEEEP00000032518	ENSEEEG00000015507	tagln3a
ENSDARP00000144467	ENSDARG00000107511	tgs1	ENSEEEP00000049103	ENSEEEG00000023076	PSD4
ENSDARP00000072235	ENSDARG00000055416	serpinb1	ENSEEEP00000022637	ENSEEEG00000010889	serpinb1l2
ENSDARP00000017489	ENSDARG00000003749	polb	ENSEEEP00000058194	ENSEEEG00000026603	POLB
ENSDARP00000137655	ENSDARG00000089681	btf3l4	ENSEEEP00000009186	ENSEEEG00000004723	BTF3L4
ENSDARP00000129279	ENSDARG00000078578	fam222bb	ENSEEEP00000003325	ENSEEEG00000001875	fam222bb
ENSDARP00000098900	ENSDARG00000078807	paxx	ENSEEEP00000019045	ENSEEEG00000009350	PAXX
ENSDARP00000060978	ENSDARG00000041602	mmadhca	ENSEEEP00000064469	ENSEEEG00000020832	zgc:92335
ENSDARP00000075256	ENSDARG00000058011	arxa	ENSEEEP00000018496	ENSEEEG00000009084	arxa
ENSDARP00000037642	ENSDARG00000027391	ccnd3	ENSEEEP00000017695	ENSEEEG00000008738	CCND3
ENSDARP00000066190	ENSDARG00000045025	ift52	ENSEEEP00000022817	ENSEEEG00000011071	IFT52
ENSDARP00000130916	ENSDARG00000103663	ninj1	ENSEEEP00000063635	ENSEEEG00000029090	NINJ1
ENSDARP00000052028	ENSDARG00000035852	cart3	ENSEEEP00000037287	ENSEEEG00000017720	cart3
ENSDARP00000018027	ENSDARG00000016721	sdha	ENSEEEP00000055235	ENSEEEG00000008572	sdha
ENSDARP00000064392	ENSDARG00000043857	ufm1	ENSEEEP00000030108	ENSEEEG00000014431	UFM1
ENSDARP00000127098	ENSDARG00000004167	zgc:110366	ENSEEEP00000037118	ENSEEEG00000017627	zgc:110366
ENSDARP00000104494	ENSDARG00000011246	krr1	ENSEEEP00000042918	ENSEEEG00000020250	KRR1
ENSDARP00000134854	ENSDARG00000102998	taf6	ENSEEEP00000014764	ENSEEEG00000007330	TAF6
ENSDARP00000113096	ENSDARG00000015998	wdhd1	ENSEEEP00000058320	ENSEEEG00000012642	WDHD1
ENSDARP00000076378	ENSDARG00000058960	otol1b	ENSEEEP00000025585	ENSEEEG00000012412	otol1b
ENSDARP00000090434	ENSDARG00000068820	h2az2a	ENSEEEP00000019093	ENSEEEG00000009332	h2az2a
ENSDARP00000063718	ENSDARG00000043404	rpp21	ENSEEEP00000034914	ENSEEEG00000016609	RPP21
ENSDARP00000128808	ENSDARG00000097648	si:dkey-35i13.1	ENSEEEP00000049939	ENSEEEG00000023478	si:dkey-35i13.1
ENSDARP00000139938	ENSDARG00000068822	purba	ENSEEEP00000019006	ENSEEEG00000009322	purba
ENSDARP00000027138	ENSDARG00000003449	pde10a	ENSEEEP00000059804	ENSEEEG00000010281	PDE10A
ENSDARP00000072198	ENSDARG00000055381	bambia	ENSEEEP00000049212	ENSEEEG00000023125	bambia
ENSDARP00000106769	ENSDARG00000091215	rpz2	ENSEEEP00000033639	ENSEEEG00000016010	rpz2
ENSDARP00000023216	ENSDARG00000006891	kcns3a	ENSEEEP00000049265	ENSEEEG00000023152	kcns3a
ENSDARP00000086696	ENSDARG00000058801	rev3l	ENSEEEP00000018397	ENSEEEG00000009036	
ENSDARP00000100237	ENSDARG00000077467	sox10	ENSEEEP00000032925	ENSEEEG00000015674	SOX10
ENSDARP00000002122	ENSDARG00000021346	pdhb	ENSEEEP00000015877	ENSEEEG00000007841	PDHB
ENSDARP00000085930	ENSDARG00000062919	tceanc2	ENSEEEP00000023567	ENSEEEG00000011425	TCEANC2
ENSDARP00000121268	ENSDARG00000008818	hsf1	ENSEEEP00000002236	ENSEEEG00000001357	HSF1
ENSDARP00000088271	ENSDARG00000078659	tmem176	ENSEEEP00000005220	ENSEEEG00000002725	tmem176
ENSDARP00000079349	ENSDARG00000060338	tyw2	ENSEEEP00000035546	ENSEEEG00000016933	TRMT12
ENSDARP00000124463	ENSDARG00000090778	ttll1	ENSEEEP00000063117	ENSEEEG00000020808	TTLL1
ENSDARP00000058495	ENSDARG00000002971	phc1	ENSEEEP00000054546	ENSEEEG00000023987	PHC1
ENSDARP00000114992	ENSDARG00000074754	ifi27.6	ENSEEEP00000024298	ENSEEEG00000011781	zgc:163080
ENSDARP00000138102	ENSDARG00000100223	gpa33a	ENSEEEP00000024610	ENSEEEG00000011929	GPA33
ENSDARP00000117451	ENSDARG00000005057	dimt1l	ENSEEEP00000022355	ENSEEEG00000010844	dimt1l
ENSDARP00000101753	ENSDARG00000016085	mbnl3	ENSEEEP00000041891	ENSEEEG00000019796	MBNL3
ENSDARP00000122662	ENSDARG00000075141	gprc5bb	ENSEEEP00000063214	ENSEEEG00000026316	gprc5bb
ENSDARP00000132485	ENSDARG00000101540	fgf3	ENSEEEP00000038536	ENSEEEG00000018294	FGF3
ENSDARP00000129664	ENSDARG00000044053	vsnl1b	ENSEEEP00000035494	ENSEEEG00000027468	vsnl1b
ENSDARP00000058784	ENSDARG00000040186	fam210ab	ENSEEEP00000038149	ENSEEEG00000018128	fam210ab
ENSDARP00000126719	ENSDARG00000079371	lrrc3ca	ENSEEEP00000044857	ENSEEEG00000021170	lrrc3ca
ENSDARP00000124450	ENSDARG00000063258	rfx5	ENSEEEP00000057904	ENSEEEG00000025056	phf21ab
ENSDARP00000123630	ENSDARG00000023678	ercc5	ENSEEEP00000027213	ENSEEEG00000013131	ercc5
ENSDARP00000006504	ENSDARG00000005561	gfm2	ENSEEEP00000014074	ENSEEEG00000006995	GFM2
ENSDARP00000068373	ENSDARG00000052103	dtymk	ENSEEEP00000009856	ENSEEEG00000005017	DTYMK
ENSDARP00000075234	ENSDARG00000058003	wfdc1	ENSEEEP00000031072	ENSEEEG00000014843	WFDC1
ENSDARP00000131493	ENSDARG00000104314	nrg1	ENSEEEP00000018059	ENSEEEG00000008856	NRG1
ENSDARP00000112329	ENSDARG00000090914	si:ch211-117k10.3	ENSEEEP00000023054	ENSEEEG00000011188	si:ch211-117k10.3
ENSDARP00000138125	ENSDARG00000099339	pacsin3	ENSEEEP00000038562	ENSEEEG00000018299	PACSIN3
ENSDARP00000121457	ENSDARG00000035148	orai2	ENSEEEP00000055134	ENSEEEG00000025403	ORAI2
ENSDARP00000136996	ENSDARG00000058354	selenot1a	ENSEEEP00000023776	ENSEEEG00000011524	selenot1a
ENSDARP00000110556	ENSDARG00000042332	plin2	ENSEEEP00000038898	ENSEEEG00000018453	PLIN2
ENSDARP00000101027	ENSDARG00000074772	ccl44	ENSEEEP00000030340	ENSEEEG00000014545	ccl44
ENSDARP00000053587	ENSDARG00000036903	irak1bp1	ENSEEEP00000053192	ENSEEEG00000028592	irak1bp1
ENSDARP00000128484	ENSDARG00000069339	tbc1d24	ENSEEEP00000009177	ENSEEEG00000004719	tbc1d24
ENSDARP00000045350	ENSDARG00000018321	lbx1a	ENSEEEP00000001017	ENSEEEG00000000691	lbx1a
ENSDARP00000145832	ENSDARG00000018618	cpsf6	ENSEEEP00000020179	ENSEEEG00000009854	CPSF6
ENSDARP00000094436	ENSDARG00000019556	clcn7	ENSEEEP00000052865	ENSEEEG00000020612	CLCN7
ENSDARP00000066371	ENSDARG00000045131	id4	ENSEEEP00000027125	ENSEEEG00000013092	ID4
ENSDARP00000042306	ENSDARG00000032653	sinhcaf	ENSEEEP00000058272	ENSEEEG00000018541	SINHCAF
ENSDARP00000057564	ENSDARG00000039390	sdhaf4	ENSEEEP00000001006	ENSEEEG00000000683	sdhaf4
ENSDARP00000072890	ENSDARG00000056015	hoxb13a	ENSEEEP00000007623	ENSEEEG00000003985	hoxb13a
ENSDARP00000146325	ENSDARG00000074363	si:ch211-259k16.3	ENSEEEP00000000820	ENSEEEG00000000554	TTC9
ENSDARP00000099046	ENSDARG00000079401	si:dkey-197c15.6	ENSEEEP00000042486	ENSEEEG00000020062	si:dkey-197c15.6
ENSDARP00000124517	ENSDARG00000078348	tcf20	ENSEEEP00000009618	ENSEEEG00000027777	tcf20
ENSDARP00000122397	ENSDARG00000039335	st6gal2a	ENSEEEP00000060231	ENSEEEG00000026001	st6gal2a
ENSDARP00000105049	ENSDARG00000087529	zgc:85936	ENSEEEP00000062837	ENSEEEG00000025572	
ENSDARP00000113790	ENSDARG00000033855	cnot9	ENSEEEP00000026509	ENSEEEG00000012825	CNOT9
ENSDARP00000054593	ENSDARG00000078042	il10rb	ENSEEEP00000003046	ENSEEEG00000001729	IL10RB
ENSDARP00000108838	ENSDARG00000038882	smc4	ENSEEEP00000025974	ENSEEEG00000012495	SMC4
ENSDARP00000050076	ENSDARG00000030097	sdcbp	ENSEEEP00000003269	ENSEEEG00000001841	SDCBP
ENSDARP00000100356	ENSDARG00000075528	lyrm9	ENSEEEP00000005937	ENSEEEG00000003156	eif2s1b
ENSDARP00000062524	ENSDARG00000042623	acbd3	ENSEEEP00000019871	ENSEEEG00000009692	ACBD3
ENSDARP00000122980	ENSDARG00000037002	zgc:152968	ENSEEEP00000012781	ENSEEEG00000006424	zgc:152968
ENSDARP00000054207	ENSDARG00000037261	mtap	ENSEEEP00000037051	ENSEEEG00000017597	mtap
ENSDARP00000117461	ENSDARG00000061916	tmem51b	ENSEEEP00000051474	ENSEEEG00000024165	tmem51b
ENSDARP00000154777	ENSDARG00000042319	cdca4	ENSEEEP00000055562	ENSEEEG00000028641	CDCA4
ENSDARP00000008544	ENSDARG00000017111	fam8a1a	ENSEEEP00000031525	ENSEEEG00000015082	fam8a1a
ENSDARP00000090237	ENSDARG00000068702	lysmd4	ENSEEEP00000036690	ENSEEEG00000017420	LYSMD4
ENSDARP00000123816	ENSDARG00000011886	pdca	ENSEEEP00000040715	ENSEEEG00000019297	pdca
ENSDARP00000041727	ENSDARG00000033999	cyp26a1	ENSEEEP00000032233	ENSEEEG00000015370	CYP26A1
ENSDARP00000067072	ENSDARG00000045612	lrrc10	ENSEEEP00000040137	ENSEEEG00000019032	LRRC10
ENSDARP00000104754	ENSDARG00000017199	elp2	ENSEEEP00000039173	ENSEEEG00000018613	ELP2
ENSDARP00000119705	ENSDARG00000078970	il7r	ENSEEEP00000058167	ENSEEEG00000026855	IL7R
ENSDARP00000129216	ENSDARG00000086283	cnsta	ENSEEEP00000028179	ENSEEEG00000013561	cnsta
ENSDARP00000048889	ENSDARG00000030530	slc22a2	ENSEEEP00000030446	ENSEEEG00000014585	slc22a2
ENSDARP00000122712	ENSDARG00000006065	znf385b	ENSEEEP00000010717	ENSEEEG00000005200	znf385b
ENSDARP00000091985	ENSDARG00000069503	cldn3c	ENSEEEP00000010723	ENSEEEG00000005429	cldnh
ENSDARP00000065227	ENSDARG00000044414	csmd1a	ENSEEEP00000018403	ENSEEEG00000009041	csmd1a
ENSDARP00000114415	ENSDARG00000074902	nol4la	ENSEEEP00000033855	ENSEEEG00000016120	nol4la
ENSDARP00000130752	ENSDARG00000005392	slc5a5	ENSEEEP00000035493	ENSEEEG00000016892	SLC5A5
ENSDARP00000068124	ENSDARG00000051921	slc30a5	ENSEEEP00000020799	ENSEEEG00000010139	SLC30A5
ENSDARP00000100990	ENSDARG00000076834	lrrc75a	ENSEEEP00000056961	ENSEEEG00000024647	si:ch211-214j8.12
ENSDARP00000126958	ENSDARG00000096651	gpr108	ENSEEEP00000061112	ENSEEEG00000025671	GPR108
ENSDARP00000080869	ENSDARG00000046007	tmcc2	ENSEEEP00000031813	ENSEEEG00000015193	TMCC2
ENSDARP00000099279	ENSDARG00000039062	morn4	ENSEEEP00000006342	ENSEEEG00000003374	MORN4
ENSDARP00000051002	ENSDARG00000051916	cdk7	ENSEEEP00000056805	ENSEEEG00000013356	CDK7
ENSDARP00000114114	ENSDARG00000094408	mfap4.11	ENSEEEP00000021682	ENSEEEG00000028221	MFAP4
ENSDARP00000149655	ENSDARG00000096095	buc	ENSEEEP00000000090	ENSEEEG00000000055	buc
ENSDARP00000104972	ENSDARG00000090473	si:ch211-269k10.5	ENSEEEP00000021501	ENSEEEG00000010479	si:ch211-269k10.5
ENSDARP00000080453	ENSDARG00000060785	pcnx4	ENSEEEP00000009454	ENSEEEG00000004825	PCNX4
ENSDARP00000111923	ENSDARG00000088492	cntrl	ENSEEEP00000051312	ENSEEEG00000024079	
ENSDARP00000002005	ENSDARG00000001210	arl14ep	ENSEEEP00000006260	ENSEEEG00000003336	ARL14EP
ENSDARP00000093912	ENSDARG00000070344	or90b2	ENSEEEP00000004578	ENSEEEG00000002389	si:dkeyp-3f10.16
ENSDARP00000037865	ENSDARG00000026338	styxl1	ENSEEEP00000036937	ENSEEEG00000017541	STYXL1
ENSDARP00000007647	ENSDARG00000009020	cnr1	ENSEEEP00000011934	ENSEEEG00000006016	CNR1
ENSDARP00000076823	ENSDARG00000059304	chchd2	ENSEEEP00000033559	ENSEEEG00000015966	CHCHD2
ENSDARP00000070742	ENSDARG00000054122	tmem30b	ENSEEEP00000016642	ENSEEEG00000008215	TMEM30B
ENSDARP00000140208	ENSDARG00000105153	ifitm5	ENSEEEP00000000663	ENSEEEG00000000470	IFITM5
ENSDARP00000048674	ENSDARG00000020015	mrps33	ENSEEEP00000037315	ENSEEEG00000017738	MRPS33
ENSDARP00000140841	ENSDARG00000099395	cables1	ENSEEEP00000060897	ENSEEEG00000006651	CABLES1
ENSDARP00000096598	ENSDARG00000057577	mbtps2	ENSEEEP00000035325	ENSEEEG00000016814	MBTPS2
ENSDARP00000054182	ENSDARG00000037244	gpr137	ENSEEEP00000030611	ENSEEEG00000014660	GPR137
ENSDARP00000111825	ENSDARG00000014148	med22	ENSEEEP00000031262	ENSEEEG00000014972	MED22
ENSDARP00000152656	ENSDARG00000001781	tspan11	ENSEEEP00000050286	ENSEEEG00000023650	TSPAN11
ENSDARP00000115290	ENSDARG00000076718	prkra	ENSEEEP00000023201	ENSEEEG00000011243	prkra
ENSDARP00000006324	ENSDARG00000017254	kcnk1b	ENSEEEP00000051353	ENSEEEG00000024098	kcnk1b
ENSDARP00000130128	ENSDARG00000101281	corin	ENSEEEP00000056631	ENSEEEG00000025805	CORIN
ENSDARP00000006207	ENSDARG00000016470	anxa5b	ENSEEEP00000016985	ENSEEEG00000007984	anxa5b
ENSDARP00000119281	ENSDARG00000069375	zgc:162608	ENSEEEP00000033953	ENSEEEG00000016176	zgc:162608
ENSDARP00000145938	ENSDARG00000109646	haus8	ENSEEEP00000024840	ENSEEEG00000012034	si:ch211-153a8.4
ENSDARP00000126401	ENSDARG00000024160	hao1	ENSEEEP00000019777	ENSEEEG00000009678	HAO1
ENSDARP00000130523	ENSDARG00000034178	cpsf1	ENSEEEP00000058869	ENSEEEG00000022064	CPSF1
ENSDARP00000120332	ENSDARG00000056334	mlh3	ENSEEEP00000041330	ENSEEEG00000019562	MLH3
ENSDARP00000123838	ENSDARG00000054218	gltpd2a	ENSEEEP00000023536	ENSEEEG00000011416	gltpd2a
ENSDARP00000153428	ENSDARG00000078571	wdr6	ENSEEEP00000045624	ENSEEEG00000021523	WDR6
ENSDARP00000121068	ENSDARG00000060089	btaf1	ENSEEEP00000012581	ENSEEEG00000005657	BTAF1
ENSDARP00000066782	ENSDARG00000045416	mppe1	ENSEEEP00000025908	ENSEEEG00000012544	MPPE1
ENSDARP00000135682	ENSDARG00000094204	elp1	ENSEEEP00000049126	ENSEEEG00000022903	ELP1
ENSDARP00000113435	ENSDARG00000022983	ccdc28a	ENSEEEP00000049382	ENSEEEG00000023207	CCDC28A
ENSDARP00000131783	ENSDARG00000005606	paxip1	ENSEEEP00000001523	ENSEEEG00000000981	PAXIP1
ENSDARP00000120269	ENSDARG00000041098	barx2	ENSEEEP00000012927	ENSEEEG00000006495	BARX2
ENSDARP00000121987	ENSDARG00000053087	mthfr	ENSEEEP00000006129	ENSEEEG00000003273	MTHFR
ENSDARP00000120082	ENSDARG00000075129	mrps11	ENSEEEP00000034447	ENSEEEG00000016395	mrps11
ENSDARP00000119902	ENSDARG00000062916	mrpl37	ENSEEEP00000023546	ENSEEEG00000011418	MRPL37
ENSDARP00000120170	ENSDARG00000006786	copz2	ENSEEEP00000007571	ENSEEEG00000003954	COPZ2
ENSDARP00000098138	ENSDARG00000076223	zgc:92744	ENSEEEP00000023773	ENSEEEG00000011521	SERP1
ENSDARP00000105990	ENSDARG00000086826	sult6b1	ENSEEEP00000006687	ENSEEEG00000003547	SULT6B1
ENSDARP00000093338	ENSDARG00000004771	ankrd10b	ENSEEEP00000049836	ENSEEEG00000023421	ankrd10b
ENSDARP00000108064	ENSDARG00000090309	ubxn1	ENSEEEP00000047994	ENSEEEG00000022609	UBXN1
ENSDARP00000120051	ENSDARG00000076939	znf451	ENSEEEP00000059140	ENSEEEG00000008981	ZNF451
ENSDARP00000119457	ENSDARG00000041530	ppih	ENSEEEP00000041061	ENSEEEG00000019439	PPIH
ENSDARP00000113745	ENSDARG00000043403	paox1	ENSEEEP00000003206	ENSEEEG00000001804	paox1
ENSDARP00000108894	ENSDARG00000063021	rpain	ENSEEEP00000050543	ENSEEEG00000023771	RPAIN
ENSDARP00000057676	ENSDARG00000039477	terb2	ENSEEEP00000039400	ENSEEEG00000018716	TERB2
ENSDARP00000089774	ENSDARG00000069432	plscr3b	ENSEEEP00000026910	ENSEEEG00000012989	plscr3b
ENSDARP00000078068	ENSDARG00000059841	exosc1	ENSEEEP00000063030	ENSEEEG00000026116	EXOSC1
ENSDARP00000139142	ENSDARG00000102554	fut9b.6	ENSEEEP00000032079	ENSEEEG00000015303	FUT9
ENSDARP00000157492	ENSDARG00000096961	si:dkeyp-47f9.4	ENSEEEP00000010431	ENSEEEG00000005275	zgc:103755
ENSDARP00000117009	ENSDARG00000090634	smim29	ENSEEEP00000028290	ENSEEEG00000013596	SMIM29
ENSDARP00000104010	ENSDARG00000079350	znf654	ENSEEEP00000027317	ENSEEEG00000013179	znf654
ENSDARP00000121043	ENSDARG00000020284	si:ch211-278j3.3	ENSEEEP00000008984	ENSEEEG00000004636	si:ch211-278j3.3
ENSDARP00000127315	ENSDARG00000091836	casp7	ENSEEEP00000012309	ENSEEEG00000006192	CASP7
ENSDARP00000127604	ENSDARG00000068629	cd151l	ENSEEEP00000002222	ENSEEEG00000001353	cd151l
ENSDARP00000035846	ENSDARG00000020913	ddx56	ENSEEEP00000045445	ENSEEEG00000021452	DDX56
ENSDARP00000145911	ENSDARG00000031494	prrc2a	ENSEEEP00000058445	ENSEEEG00000009124	PRRC2A
ENSDARP00000129413	ENSDARG00000070597	prelp	ENSEEEP00000037774	ENSEEEG00000017958	PRELP
ENSDARP00000095608	ENSDARG00000001303	psmb8a	ENSEEEP00000047930	ENSEEEG00000022568	psmb8a
ENSDARP00000152443	ENSDARG00000045484	dcp1b	ENSEEEP00000062797	ENSEEEG00000009918	DCP1B
ENSDARP00000157356	ENSDARG00000038290	thoc5	ENSEEEP00000040986	ENSEEEG00000019393	THOC5
ENSDARP00000011265	ENSDARG00000014479	ptf1a	ENSEEEP00000001494	ENSEEEG00000000965	PTF1A
ENSDARP00000081971	ENSDARG00000061398	epb41l4b	ENSEEEP00000042785	ENSEEEG00000020189	EPB41L4B
ENSDARP00000022612	ENSDARG00000015649	rap2c	ENSEEEP00000058169	ENSEEEG00000025200	RAP2C
ENSDARP00000147054	ENSDARG00000088560	slc38a12	ENSEEEP00000060945	ENSEEEG00000024897	TMEM104
ENSDARP00000142582	ENSDARG00000026137	sfxn5b	ENSEEEP00000047962	ENSEEEG00000022594	sfxn5b
ENSDARP00000144068	ENSDARG00000010083	rbfox3a	ENSEEEP00000017860	ENSEEEG00000008816	rbfox3a
ENSDARP00000048280	ENSDARG00000026548	cyp2u1	ENSEEEP00000023497	ENSEEEG00000011395	CYP2U1
ENSDARP00000018458	ENSDARG00000018491	pdia4	ENSEEEP00000035214	ENSEEEG00000016745	PDIA4
ENSDARP00000023732	ENSDARG00000086393	dbx1a	ENSEEEP00000051560	ENSEEEG00000024209	dbx1a
ENSDARP00000061774	ENSDARG00000042147	rbbp5	ENSEEEP00000032931	ENSEEEG00000015235	RBBP5
ENSDARP00000098425	ENSDARG00000074721	rassf9	ENSEEEP00000011807	ENSEEEG00000005946	RASSF9
ENSDARP00000127040	ENSDARG00000078878	mettl21ca	ENSEEEP00000027211	ENSEEEG00000013129	PTPN6
ENSDARP00000016362	ENSDARG00000013016	pole4	ENSEEEP00000030341	ENSEEEG00000014546	POLE4
ENSDARP00000030104	ENSDARG00000028539	morc2	ENSEEEP00000040872	ENSEEEG00000019110	MORC2
ENSDARP00000116202	ENSDARG00000086052	si:ch211-106k21.5	ENSEEEP00000015976	ENSEEEG00000007906	si:ch211-106k21.5
ENSDARP00000016722	ENSDARG00000019396	rergla	ENSEEEP00000037380	ENSEEEG00000017769	rergla
ENSDARP00000026575	ENSDARG00000016516	rbm8a	ENSEEEP00000033625	ENSEEEG00000016000	RBM8A
ENSDARP00000138276	ENSDARG00000095615	si:dkeyp-86h10.3	ENSEEEP00000030674	ENSEEEG00000014687	si:dkeyp-86h10.3
ENSDARP00000071497	ENSDARG00000054793	emc10	ENSEEEP00000002793	ENSEEEG00000001604	EMC10
ENSDARP00000011198	ENSDARG00000012848	arih2	ENSEEEP00000044705	ENSEEEG00000020950	ARIH2
ENSDARP00000011289	ENSDARG00000016765	scamp3	ENSEEEP00000013666	ENSEEEG00000006822	SCAMP3
ENSDARP00000136982	ENSDARG00000104089	p3h4	ENSEEEP00000050882	ENSEEEG00000023899	P3H4
ENSDARP00000112101	ENSDARG00000005284	fbxl15	ENSEEEP00000016038	ENSEEEG00000007946	FBXL15
ENSDARP00000027821	ENSDARG00000007943	gabpb2a	ENSEEEP00000050841	ENSEEEG00000023880	gabpb2a
ENSDARP00000111487	ENSDARG00000070437	rpl22	ENSEEEP00000017197	ENSEEEG00000008512	RPL22
ENSDARP00000065921	ENSDARG00000044852	wbp2nl	ENSEEEP00000062530	ENSEEEG00000002953	WBP2NL
ENSDARP00000108940	ENSDARG00000056741	senp3b	ENSEEEP00000026890	ENSEEEG00000012979	senp3b
ENSDARP00000069611	ENSDARG00000053133	b3gnt7l	ENSEEEP00000001236	ENSEEEG00000000842	b3gnt7l
ENSDARP00000100769	ENSDARG00000074271	get1	ENSEEEP00000015946	ENSEEEG00000007887	GET1
ENSDARP00000052331	ENSDARG00000036045	penkb	ENSEEEP00000003264	ENSEEEG00000001836	penkb
ENSDARP00000072885	ENSDARG00000056008	atp5mc1	ENSEEEP00000007635	ENSEEEG00000003992	ATP5MC1
ENSDARP00000058772	ENSDARG00000040177	rgs16	ENSEEEP00000014233	ENSEEEG00000007075	rgs16
ENSDARP00000102422	ENSDARG00000074548	zbtb17	ENSEEEP00000029976	ENSEEEG00000014362	ZBTB17
ENSDARP00000053637	ENSDARG00000036940	ctss1	ENSEEEP00000017763	ENSEEEG00000008768	ctss1
ENSDARP00000084846	ENSDARG00000062476	snapc5	ENSEEEP00000007637	ENSEEEG00000003993	SNAPC5
ENSDARP00000051613	ENSDARG00000035605	tchp	ENSEEEP00000043655	ENSEEEG00000020637	TCHP
ENSDARP00000090818	ENSDARG00000069009	si:ch211-147a11.3	ENSEEEP00000001231	ENSEEEG00000000839	c23h1orf174
ENSDARP00000076791	ENSDARG00000059276	hoxd4a	ENSEEEP00000021326	ENSEEEG00000010390	hoxd4a
ENSDARP00000133658	ENSDARG00000098837	tgm5l	ENSEEEP00000051744	ENSEEEG00000024297	tgm5l
ENSDARP00000139098	ENSDARG00000089976	spcs3	ENSEEEP00000036512	ENSEEEG00000017355	SPCS3
ENSDARP00000060627	ENSDARG00000041362	chmp7	ENSEEEP00000053033	ENSEEEG00000026736	CHMP7
ENSDARP00000148743	ENSDARG00000069708	cdc34a	ENSEEEP00000055149	ENSEEEG00000027695	cdc34a
ENSDARP00000005715	ENSDARG00000020529	hacl1	ENSEEEP00000056747	ENSEEEG00000014667	HACL1
ENSDARP00000090730	ENSDARG00000068967	zgc:153372	ENSEEEP00000060844	ENSEEEG00000016538	zgc:153372
ENSDARP00000066721	ENSDARG00000045373	pabpn1	ENSEEEP00000007613	ENSEEEG00000003977	pabpn1
ENSDARP00000064664	ENSDARG00000044047	slc18b1	ENSEEEP00000001863	ENSEEEG00000001173	SLC18B1
ENSDARP00000122373	ENSDARG00000089480	si:dkey-12j5.1	ENSEEEP00000040495	ENSEEEG00000019180	si:dkey-12j5.1
ENSDARP00000060303	ENSDARG00000041137	dhrs13a.3	ENSEEEP00000018961	ENSEEEG00000009298	dhrs13a.3
ENSDARP00000123111	ENSDARG00000016056	mhc1laa	ENSEEEP00000056864	ENSEEEG00000028715	
ENSDARP00000138794	ENSDARG00000010411	epn1a	ENSEEEP00000026314	ENSEEEG00000012735	EPN1
ENSDARP00000116088	ENSDARG00000093972	ftr79	ENSEEEP00000052699	ENSEEEG00000027801	ftr66
ENSDARP00000054875	ENSDARG00000037675	npm1b	ENSEEEP00000033785	ENSEEEG00000016088	npm1b
ENSDARP00000081052	ENSDARG00000061042	gabbr2	ENSEEEP00000054217	ENSEEEG00000018619	GABBR2
ENSDARP00000116059	ENSDARG00000054849	bcat2	ENSEEEP00000004365	ENSEEEG00000002274	BCAT2
ENSDARP00000004230	ENSDARG00000006754	mllt3	ENSEEEP00000035062	ENSEEEG00000016672	MLLT3
ENSDARP00000087584	ENSDARG00000063624	gfm1	ENSEEEP00000027034	ENSEEEG00000012450	gfm1
ENSDARP00000140978	ENSDARG00000104485	si:ch1073-224n8.1	ENSEEEP00000056950	ENSEEEG00000025613	si:ch1073-224n8.1
ENSDARP00000120035	ENSDARG00000053836	si:ch211-284o19.8	ENSEEEP00000026934	ENSEEEG00000012996	si:ch211-284o19.8
ENSDARP00000139649	ENSDARG00000098361	nudcd3	ENSEEEP00000045573	ENSEEEG00000021502	NUDCD3
ENSDARP00000129191	ENSDARG00000003900	gpr61l	ENSEEEP00000052160	ENSEEEG00000024453	gpr61l
ENSDARP00000138665	ENSDARG00000104726	ncbp2as2	ENSEEEP00000013955	ENSEEEG00000006937	si:ch211-162e15.3
ENSDARP00000015851	ENSDARG00000001621	nfyal	ENSEEEP00000028822	ENSEEEG00000013840	nfyal
ENSDARP00000081650	ENSDARG00000061260	si:dkey-202e22.2	ENSEEEP00000051517	ENSEEEG00000024189	si:dkey-202e22.2
ENSDARP00000071960	ENSDARG00000093235	mpst	ENSEEEP00000049529	ENSEEEG00000023290	TST
ENSDARP00000133347	ENSDARG00000075643	ifi35	ENSEEEP00000004381	ENSEEEG00000002299	IFI35
