Hsa Gene ID	Hsa Protein ID	Hsa Gene Name	Eel Gene ID	Eel Protein ID	Eel Gene Name
ENSP00000559290	ENSG00000160310	PRMT2	ENSEEEP00000015134	ENSEEEG00000007539	EBPL
ENSP00000520912	ENSG00000125810	CD93	ENSEEEP00000047814	ENSEEEG00000022506	
ENSP00000201031	ENSG00000087510	TFAP2C	ENSEEEP00000015710	ENSEEEG00000007781	TFAP2A
ENSP00000318799	ENSG00000180828	BHLHE22	ENSEEEP00000021928	ENSEEEG00000010653	BHLHE22
ENSP00000368612	ENSG00000102763	VWA8	ENSEEEP00000013134	ENSEEEG00000005805	VWA8
ENSP00000366557	ENSG00000101343	CRNKL1	ENSEEEP00000019580	ENSEEEG00000009593	CRNKL1
ENSP00000310722	ENSG00000172680	MOS	ENSEEEP00000025421	ENSEEEG00000012338	MOS
ENSP00000367299	ENSG00000136100	VPS36	ENSEEEP00000036669	ENSEEEG00000017403	VPS36
ENSP00000329858	ENSG00000183665	TYW2	ENSEEEP00000035546	ENSEEEG00000016933	TRMT12
ENSP00000361636	ENSG00000101470	TNNC2	ENSEEEP00000015513	ENSEEEG00000007684	TNNC2
ENSP00000666067	ENSG00000244687	UBE2V1	ENSEEEP00000032826	ENSEEEG00000015591	ube2v1
ENSP00000320089	ENSG00000180053	NKX2-6	ENSEEEP00000001955	ENSEEEG00000001221	nkx2.7
ENSP00000364929	ENSG00000153487	ING1	ENSEEEP00000024619	ENSEEEG00000011937	ING1
ENSP00000328364	ENSG00000182759	MAFA	ENSEEEP00000061231	ENSEEEG00000027431	mafaa
ENSP00000261296	ENSG00000088451	TGDS	ENSEEEP00000047701	ENSEEEG00000022451	TGDS
ENSP00000302924	ENSG00000172458	IL17D	ENSEEEP00000049713	ENSEEEG00000023372	il17d
ENSP00000318960	ENSG00000080189	SLC35H1	ENSEEEP00000015526	ENSEEEG00000007709	SLC35C2
ENSP00000375267	ENSG00000203950	RTL8A	ENSEEEP00000053106	ENSEEEG00000028378	
ENSP00000502252	ENSG00000102445	RUBCNL	ENSEEEP00000022895	ENSEEEG00000011112	RUBCNL
ENSP00000521068	ENSG00000234469	CLDN34	ENSEEEP00000031989	ENSEEEG00000015265	
ENSP00000631215	ENSG00000134882	UBAC2	ENSEEEP00000056792	ENSEEEG00000028046	UBAC2
ENSP00000322396	ENSG00000179041	RRS1	ENSEEEP00000054724	ENSEEEG00000010532	RRS1
ENSP00000521113	ENSG00000225366	CRIPTO3	ENSEEEP00000025240	ENSEEEG00000012248	tdgf1
ENSP00000515414	ENSG00000290230		ENSEEEP00000023232	ENSEEEG00000011262	EXOSC4
ENSP00000516752	ENSG00000164933	SLC25A32	ENSEEEP00000006233	ENSEEEG00000003328	slc25a32b
ENSP00000342121	ENSG00000127870	RNF6	ENSEEEP00000061030	ENSEEEG00000024699	RNF6
ENSP00000328326	ENSG00000206579	XKR4	ENSEEEP00000058857	ENSEEEG00000026714	XKR4
ENSP00000216117	ENSG00000100292	HMOX1	ENSEEEP00000009518	ENSEEEG00000004866	HMOX1
ENSP00000297324	ENSG00000164743	C8orf48	ENSEEEP00000004011	ENSEEEG00000002146	uba52
ENSP00000498157	ENSG00000100138	SNU13	ENSEEEP00000059917	ENSEEEG00000015257	snu13b
ENSP00000369411	ENSG00000133119	RFC3	ENSEEEP00000022821	ENSEEEG00000011065	RFC3
ENSP00000565202	ENSG00000069998	HDHD5	ENSEEEP00000040264	ENSEEEG00000019088	HDHD5
ENSP00000596305	ENSG00000155959	VBP1	ENSEEEP00000010666	ENSEEEG00000005402	VBP1
ENSP00000319914	ENSG00000176907	TCIM	ENSEEEP00000048870	ENSEEEG00000022982	tcima
ENSP00000796126	ENSG00000185825	BCAP31	ENSEEEP00000031295	ENSEEEG00000014986	BCAP31
ENSP00000366267	ENSG00000179399	GPC5	ENSEEEP00000057746	ENSEEEG00000027991	gpc5a
ENSP00000318982	ENSG00000133106	EPSTI1	ENSEEEP00000011451	ENSEEEG00000005785	EPSTI1
ENSP00000217426	ENSG00000101444	AHCY	ENSEEEP00000040072	ENSEEEG00000018907	AHCY
ENSP00000603106	ENSG00000125246	CLYBL	ENSEEEP00000004138	ENSEEEG00000002195	CLYBL
ENSP00000369618	ENSG00000215251	FASTKD5	ENSEEEP00000016128	ENSEEEG00000007983	FASTKD5
ENSP00000380872	ENSG00000182405	PGBD4	ENSEEEP00000032378	ENSEEEG00000015436	
ENSP00000217446	ENSG00000101464	PIGU	ENSEEEP00000057498	ENSEEEG00000000208	pigu
ENSP00000370345	ENSG00000152520	PAN3	ENSEEEP00000029176	ENSEEEG00000013875	PAN3
ENSP00000286732	ENSG00000156206	CFAP161	ENSEEEP00000013911	ENSEEEG00000006914	CFAP161
ENSP00000489069	ENSG00000259316		ENSEEEP00000041804	ENSEEEG00000019772	pclaf
ENSP00000509067	ENSG00000102158	MAGT1	ENSEEEP00000012279	ENSEEEG00000006166	MAGT1
ENSP00000746017	ENSG00000215440	NPEPL1	ENSEEEP00000037398	ENSEEEG00000017768	NPEPL1
ENSP00000342392	ENSG00000188095	MESP2	ENSEEEP00000061932	ENSEEEG00000027941	mespba
ENSP00000489525	ENSG00000259332	ST20-MTHFS	ENSEEEP00000056701	ENSEEEG00000025471	mthfs
ENSP00000388723	ENSG00000234438	KBTBD13	ENSEEEP00000032306	ENSEEEG00000015403	KBTBD13
ENSP00000392762	ENSG00000080166	DCT	ENSEEEP00000041776	ENSEEEG00000019274	DCT
ENSP00000613896	ENSG00000017797	RALBP1	ENSEEEP00000016440	ENSEEEG00000008137	RALBP1
ENSP00000399547	ENSG00000230778	ANKRD63	ENSEEEP00000052839	ENSEEEG00000025091	ANKRD63
ENSP00000384667	ENSG00000128346	C22orf23	ENSEEEP00000060298	ENSEEEG00000029126	si:dkey-43k4.3
ENSP00000512259	ENSG00000183287	CCBE1	ENSEEEP00000008707	ENSEEEG00000004519	CCBE1
ENSP00000492634	ENSG00000259330	INAFM2	ENSEEEP00000045391	ENSEEEG00000021423	INAFM2
ENSP00000307297	ENSG00000169105	CHST14	ENSEEEP00000040628	ENSEEEG00000019255	chst14
ENSP00000298743	ENSG00000180447	GAS1	ENSEEEP00000006654	ENSEEEG00000003531	gas1a
ENSP00000424768	ENSG00000251349	MSANTD3-TMEFF1	ENSEEEP00000033582	ENSEEEG00000015976	tmeff1b
ENSP00000783576	ENSG00000100399	CHADL	ENSEEEP00000023291	ENSEEEG00000011292	chadlb
ENSP00000606927	ENSG00000159873	CCDC117	ENSEEEP00000019048	ENSEEEG00000009351	si:ch211-102c2.7
ENSP00000440217	ENSG00000130032	PRRG3	ENSEEEP00000038199	ENSEEEG00000018161	PRRG1
ENSP00000479370	ENSG00000138867	GUCD1	ENSEEEP00000023565	ENSEEEG00000011424	GUCD1
ENSP00000435033	ENSG00000284341		ENSEEEP00000061021	ENSEEEG00000010750	ptgdsa
ENSP00000788172	ENSG00000099994	SUSD2	ENSEEEP00000046389	ENSEEEG00000021841	SUSD2
ENSP00000375053	ENSG00000187713	TMEM203	ENSEEEP00000020703	ENSEEEG00000010099	TMEM203
ENSP00000349041	ENSG00000198435	NRARP	ENSEEEP00000022140	ENSEEEG00000010756	nrarpb
ENSP00000488580	ENSG00000274619	CFD	ENSEEEP00000043252	ENSEEEG00000020429	CFD
ENSP00000361569	ENSG00000188483	IER5L	ENSEEEP00000033896	ENSEEEG00000016141	IER5L
ENSP00000512931	ENSG00000132958	TPTE2	ENSEEEP00000036739	ENSEEEG00000017429	tpte
ENSP00000749656	ENSG00000134873	CLDN10	ENSEEEP00000012631	ENSEEEG00000006342	cldn10a
ENSP00000370508	ENSG00000122033	MTIF3	ENSEEEP00000032510	ENSEEEG00000015498	MTIF3
ENSP00000495484	ENSG00000257524		ENSEEEP00000054809	ENSEEEG00000026467	st6galnac6
ENSP00000497618	ENSG00000285942		ENSEEEP00000027748	ENSEEEG00000013359	LRRC57
ENSP00000536344	ENSG00000133103	COG6	ENSEEEP00000056211	ENSEEEG00000019663	COG6
ENSP00000477141	ENSG00000260230	FRRS1L	ENSEEEP00000042749	ENSEEEG00000020171	FRRS1L
ENSP00000497886	ENSG00000206418	RAB12	ENSEEEP00000064210	ENSEEEG00000024872	RAB12
ENSP00000361151	ENSG00000170835	CEL	ENSEEEP00000007115	ENSEEEG00000003754	cel.2
ENSP00000299727	ENSG00000166573	GALR1	ENSEEEP00000011389	ENSEEEG00000005756	galr1a
ENSP00000360640	ENSG00000000419	DPM1	ENSEEEP00000015570	ENSEEEG00000007718	DPM1
ENSP00000255224	ENSG00000132872	SYT4	ENSEEEP00000010669	ENSEEEG00000005405	SYT4
ENSP00000650206	ENSG00000100353	EIF3D	ENSEEEP00000008936	ENSEEEG00000004609	EIF3D
ENSP00000370527	ENSG00000159200	RCAN1	ENSEEEP00000029909	ENSEEEG00000014325	rcan1a
ENSP00000371514	ENSG00000168263	KCNV2	ENSEEEP00000041164	ENSEEEG00000019482	kcnv2a
ENSP00000361667	ENSG00000175283	DOLK	ENSEEEP00000012983	ENSEEEG00000006527	DOLK
ENSP00000439287	ENSG00000101098	RIMS4	ENSEEEP00000004790	ENSEEEG00000002501	RIMS4
ENSP00000505761	ENSG00000183337	BCOR	ENSEEEP00000023547	ENSEEEG00000011419	BCOR
ENSP00000308759	ENSG00000173276	ZBTB21	ENSEEEP00000058688	ENSEEEG00000024821	ZBTB21
ENSP00000497510	ENSG00000285723		ENSEEEP00000061332	ENSEEEG00000028942	
ENSP00000582805	ENSG00000134900	TPP2	ENSEEEP00000027203	ENSEEEG00000013124	TPP2
ENSP00000799860	ENSG00000178127	NDUFV2	ENSEEEP00000048245	ENSEEEG00000022716	NDUFV2
ENSP00000563050	ENSG00000241837	ATP5PO	ENSEEEP00000050378	ENSEEEG00000023686	atp5po
ENSP00000478308	ENSG00000273936	TNFRSF14	ENSEEEP00000011984	ENSEEEG00000006042	CD40
ENSP00000332034	ENSG00000120685	PROSER1	ENSEEEP00000036645	ENSEEEG00000017400	PROSER1
ENSP00000317691	ENSG00000178718	RPP25	ENSEEEP00000033445	ENSEEEG00000015897	rpp25b
ENSP00000411940	ENSG00000234829	IFNA17	ENSEEEP00000060039	ENSEEEG00000011016	
ENSP00000369554	ENSG00000188379	IFNA2	ENSEEEP00000058030	ENSEEEG00000028007	pdcd10a
ENSP00000487073	ENSG00000255192	NANOGP8	ENSEEEP00000032895	ENSEEEG00000015658	nanog
ENSP00000365426	ENSG00000134864	GGACT	ENSEEEP00000038211	ENSEEEG00000018170	
ENSP00000383115	ENSG00000158270	COLEC12	ENSEEEP00000013440	ENSEEEG00000006726	COLEC12
ENSP00000558508	ENSG00000156273	BACH1	ENSEEEP00000025050	ENSEEEG00000012155	bach1b
ENSP00000303549	ENSG00000171657	GPR82	ENSEEEP00000015531	ENSEEEG00000007712	GPR82
ENSP00000368682	ENSG00000102174	PHEX	ENSEEEP00000035345	ENSEEEG00000016824	PHEX
ENSP00000735604	ENSG00000141380	SS18	ENSEEEP00000011229	ENSEEEG00000005689	SS18
ENSP00000377807	ENSG00000187866	PABIR1	ENSEEEP00000051943	ENSEEEG00000024372	fam122b
ENSP00000484288	ENSG00000174405	LIG4	ENSEEEP00000024668	ENSEEEG00000011951	LIG4
ENSP00000366897	ENSG00000118922	KLF12	ENSEEEP00000009941	ENSEEEG00000005058	klf12b
ENSP00000371307	ENSG00000205808	PLPP6	ENSEEEP00000023636	ENSEEEG00000011450	PLPP6
ENSP00000465231	ENSG00000137878	GCOM1	ENSEEEP00000052809	ENSEEEG00000017838	myzap
ENSP00000559903	ENSG00000101216	GMEB2	ENSEEEP00000024994	ENSEEEG00000012121	GMEB2
ENSP00000504566	ENSG00000171791	BCL2	ENSEEEP00000020091	ENSEEEG00000009818	bcl2b
ENSP00000319417	ENSG00000165480	SKA3	ENSEEEP00000049591	ENSEEEG00000023316	ska3
ENSP00000391457	ENSG00000153391	INO80C	ENSEEEP00000042762	ENSEEEG00000020176	INO80C
ENSP00000364265	ENSG00000178919	FOXE1	ENSEEEP00000048040	ENSEEEG00000022635	FOXE1
ENSP00000345147	ENSG00000125816	NKX2-4	ENSEEEP00000047579	ENSEEEG00000022397	nkx2.4a
ENSP00000371388	ENSG00000271303	SRXN1	ENSEEEP00000001690	ENSEEEG00000001081	
ENSP00000555125	ENSG00000125901	MRPS26	ENSEEEP00000031091	ENSEEEG00000014882	MRPS26
ENSP00000465953	ENSG00000132874	SLC14A2	ENSEEEP00000027708	ENSEEEG00000013327	SLC14A2
ENSP00000267328	ENSG00000139832	RAB20	ENSEEEP00000037849	ENSEEEG00000017994	RAB20
ENSP00000523595	ENSG00000141448	GATA6	ENSEEEP00000013316	ENSEEEG00000006671	GATA6
ENSP00000261590	ENSG00000046604	DSG2	ENSEEEP00000063252	ENSEEEG00000026881	DSG2
ENSP00000443783	ENSG00000174306	ZHX3	ENSEEEP00000055592	ENSEEEG00000025902	ZHX3
ENSP00000461521	ENSG00000263290	SCAMP3	ENSEEEP00000013666	ENSEEEG00000006822	SCAMP3
ENSP00000497783	ENSG00000154059	IMPACT	ENSEEEP00000038453	ENSEEEG00000018264	IMPACT
ENSP00000720303	ENSG00000150403	SLC9D1	ENSEEEP00000025726	ENSEEEG00000012415	TMCO3
ENSP00000348273	ENSG00000197971	MBP	ENSEEEP00000053505	ENSEEEG00000028180	mbpb
ENSP00000645106	ENSG00000100319	ZMAT5	ENSEEEP00000039355	ENSEEEG00000018693	ZMAT5
ENSP00000590510	ENSG00000183579	ZNRF3	ENSEEEP00000057926	ENSEEEG00000008586	ZNRF3
ENSP00000544598	ENSG00000244005	NFS1	ENSEEEP00000016438	ENSEEEG00000008139	NFS1
ENSP00000270112	ENSG00000142149	HUNK	ENSEEEP00000057274	ENSEEEG00000028155	HUNK
ENSP00000494248	ENSG00000285390	ATP5IF1	ENSEEEP00000001070	ENSEEEG00000000714	atp5if1b
ENSP00000371794	ENSG00000205927	OLIG2	ENSEEEP00000040764	ENSEEEG00000019319	OLIG2
ENSP00000501955	ENSG00000102452	NALCN	ENSEEEP00000004349	ENSEEEG00000002286	NALCN
ENSP00000355180	ENSG00000142156	COL6A1	ENSEEEP00000024040	ENSEEEG00000011664	col6a1
ENSP00000244745	ENSG00000124766	SOX4	ENSEEEP00000016613	ENSEEEG00000008225	sox4b
ENSP00000415430	ENSG00000075218	GTSE1	ENSEEEP00000045886	ENSEEEG00000021630	GTSE1
ENSP00000493906	ENSG00000054598	FOXC1	ENSEEEP00000052799	ENSEEEG00000028435	foxc1a
ENSP00000345464	ENSG00000187566	NHLRC1	ENSEEEP00000021523	ENSEEEG00000010487	NHLRC1
ENSP00000329170	ENSG00000184486	POU3F2	ENSEEEP00000011433	ENSEEEG00000005777	pou3f2b
ENSP00000360240	ENSG00000203972	GLYATL3	ENSEEEP00000001849	ENSEEEG00000001168	si:dkey-76k16.6
ENSP00000498505	ENSG00000166265	CYYR1	ENSEEEP00000039668	ENSEEEG00000018820	CYYR1
ENSP00000369962	ENSG00000183067	IGSF5	ENSEEEP00000022521	ENSEEEG00000010932	igsf5a
ENSP00000300255	ENSG00000166979	EVA1C	ENSEEEP00000062015	ENSEEEG00000028847	eva1c
ENSP00000216036	ENSG00000100218	RSPH14	ENSEEEP00000016990	ENSEEEG00000008418	RSPH14
ENSP00000583515	ENSG00000089091	DZANK1	ENSEEEP00000051907	ENSEEEG00000024359	DZANK1
ENSP00000641289	ENSG00000196199	MPHOSPH8	ENSEEEP00000052709	ENSEEEG00000026680	MPHOSPH8
ENSP00000215742	ENSG00000184436	THAP7	ENSEEEP00000001504	ENSEEEG00000000975	THAP7
ENSP00000486510	ENSG00000280663	PCMTD2	ENSEEEP00000048323	ENSEEEG00000022759	pcmtd2a
ENSP00000555418	ENSG00000093072	ADA2	ENSEEEP00000033935	ENSEEEG00000016165	ada2b
ENSP00000275198	ENSG00000146383	TAAR6	ENSEEEP00000062266	ENSEEEG00000025990	TAAR5
ENSP00000533346	ENSG00000136110	CNMD	ENSEEEP00000039920	ENSEEEG00000018928	CNMD
ENSP00000330606	ENSG00000182601	HS3ST4	ENSEEEP00000001167	ENSEEEG00000000789	hs3st4
ENSP00000411658	ENSG00000141433	ADCYAP1	ENSEEEP00000002265	ENSEEEG00000001366	adcyap1a
ENSP00000291592	ENSG00000160233	LRRC3	ENSEEEP00000049496	ENSEEEG00000023270	LRRC3
ENSP00000607325	ENSG00000159259	CHAF1B	ENSEEEP00000050358	ENSEEEG00000023681	CHAF1B
ENSP00000394624	ENSG00000112038	OPRM1	ENSEEEP00000007506	ENSEEEG00000003922	OPRM1
ENSP00000400882	ENSG00000256812	CAPNS2	ENSEEEP00000038605	ENSEEEG00000018327	capns1b
ENSP00000556158	ENSG00000166347	CYB5A	ENSEEEP00000057544	ENSEEEG00000025116	CYB5A
ENSP00000025301	ENSG00000023516	AKAP11	ENSEEEP00000011463	ENSEEEG00000005791	AKAP11
ENSP00000370421	ENSG00000139515	PDX1	ENSEEEP00000047454	ENSEEEG00000022328	PDX1
ENSP00000397435	ENSG00000102804	TSC22D1	ENSEEEP00000055653	ENSEEEG00000028803	tsc22d1
ENSP00000496779	ENSG00000099949	LZTR1	ENSEEEP00000017930	ENSEEEG00000008721	LZTR1
ENSP00000326603	ENSG00000101596	SMCHD1	ENSEEEP00000002321	ENSEEEG00000001380	SMCHD1
ENSP00000761740	ENSG00000132963	POMP	ENSEEEP00000040576	ENSEEEG00000019207	POMP
ENSP00000291568	ENSG00000160213	CSTB	ENSEEEP00000041797	ENSEEEG00000019768	cst14a.1
ENSP00000332513	ENSG00000185437	SH3BGR	ENSEEEP00000015945	ENSEEEG00000007886	sh3bgr
ENSP00000356708	ENSG00000177468	OLIG3	ENSEEEP00000018288	ENSEEEG00000008985	OLIG3
ENSP00000269466	ENSG00000141642	ELAC1	ENSEEEP00000061192	ENSEEEG00000026928	ELAC1
ENSP00000323580	ENSG00000032742	IFT88	ENSEEEP00000049736	ENSEEEG00000023373	IFT88
ENSP00000490709	ENSG00000261832		ENSEEEP00000002730	ENSEEEG00000001577	CLN3
ENSP00000458900	ENSG00000263160	TMEM50B	ENSEEEP00000006824	ENSEEEG00000003602	TMEM50B
ENSP00000528843	ENSG00000100307	CBX7	ENSEEEP00000023708	ENSEEEG00000011486	cbx7b
ENSP00000262039	ENSG00000078142	PIK3C3	ENSEEEP00000012177	ENSEEEG00000006139	PIK3C3
ENSP00000008391	ENSG00000008197	TFAP2D	ENSEEEP00000033008	ENSEEEG00000015715	TFAP2D
ENSP00000458791	ENSG00000180269	GPR139	ENSEEEP00000037545	ENSEEEG00000017859	GPR139
ENSP00000368805	ENSG00000124827	GCM2	ENSEEEP00000033482	ENSEEEG00000015915	GCM2
ENSP00000563275	ENSG00000166845	C18orf54	ENSEEEP00000022946	ENSEEEG00000011135	zgc:152948
ENSP00000398597	ENSG00000223496	EXOSC6	ENSEEEP00000034808	ENSEEEG00000016561	exosc6
ENSP00000230361	ENSG00000112599	GUCA1B	ENSEEEP00000011829	ENSEEEG00000005953	GUCA1B
ENSP00000332340	ENSG00000182810	DDX28	ENSEEEP00000016251	ENSEEEG00000008043	DDX28
ENSP00000319590	ENSG00000176381	PRR18	ENSEEEP00000021058	ENSEEEG00000010271	prr18
ENSP00000712364	ENSG00000134490	SLC35D4	ENSEEEP00000034866	ENSEEEG00000016583	TMEM241
ENSP00000341214	ENSG00000187475	H1-6	ENSEEEP00000049399	ENSEEEG00000023215	histh1l
ENSP00000566681	ENSG00000160183	TMPRSS3	ENSEEEP00000023543	ENSEEEG00000011417	tmprss3a
ENSP00000282003	ENSG00000152193	OBI1	ENSEEEP00000014157	ENSEEEG00000007030	obi1
ENSP00000361967	ENSG00000124659	TBCC	ENSEEEP00000011696	ENSEEEG00000005889	TBCC
ENSP00000246115	ENSG00000125910	S1PR4	ENSEEEP00000021318	ENSEEEG00000010385	S1PR4
ENSP00000255476	ENSG00000133111	RFXAP	ENSEEEP00000012360	ENSEEEG00000006221	RFXAP
ENSP00000527062	ENSG00000101457	DNTTIP1	ENSEEEP00000015022	ENSEEEG00000007359	ube2c
ENSP00000292574	ENSG00000160994	TEKTL1	ENSEEEP00000042807	ENSEEEG00000020198	CCDC105
ENSP00000455755	ENSG00000258539		ENSEEEP00000035975	ENSEEEG00000017113	eef1akmt2
ENSP00000485690	ENSG00000275003	DDT	ENSEEEP00000012965	ENSEEEG00000006517	ddt
ENSP00000245304	ENSG00000125249	RAP2A	ENSEEEP00000037083	ENSEEEG00000017611	rap2aa
ENSP00000487431	ENSG00000281013	NDUFA6	ENSEEEP00000020725	ENSEEEG00000010115	NDUFA6
ENSP00000372199	ENSG00000142207	URB1	ENSEEEP00000015324	ENSEEEG00000007613	URB1
ENSP00000472547	ENSG00000268790		ENSEEEP00000046376	ENSEEEG00000021831	SMIM7
ENSP00000284674	ENSG00000154478	GPR26	ENSEEEP00000007861	ENSEEEG00000004110	GPR26
ENSP00000481741	ENSG00000277656	GSTT1	ENSEEEP00000012967	ENSEEEG00000006519	gstt1b
ENSP00000370849	ENSG00000205730	ITPRIPL2	ENSEEEP00000028856	ENSEEEG00000013858	ITPRIPL2
ENSP00000535637	ENSG00000100325	ASCC2	ENSEEEP00000019434	ENSEEEG00000009521	ASCC2
ENSP00000577133	ENSG00000175354	PTPN2	ENSEEEP00000050327	ENSEEEG00000023663	ptpn2b
ENSP00000632458	ENSG00000185917	SETD4	ENSEEEP00000050062	ENSEEEG00000023543	SETD4
ENSP00000491678	ENSG00000124155	PIGT	ENSEEEP00000018597	ENSEEEG00000009141	PIGT
ENSP00000410041	ENSG00000180592	SKIDA1	ENSEEEP00000035174	ENSEEEG00000016737	SKIDA1
ENSP00000476672	ENSG00000235376	RPEL1	ENSEEEP00000043985	ENSEEEG00000020775	rpe
ENSP00000558986	ENSG00000133104	SPART	ENSEEEP00000018690	ENSEEEG00000009192	spartb
ENSP00000469872	ENSG00000171570	RAB4B-EGLN2	ENSEEEP00000064558	ENSEEEG00000025968	rab4b
ENSP00000413100	ENSG00000174109	UQCC4	ENSEEEP00000057296	ENSEEEG00000028469	si:ch211-231f6.6
ENSP00000492108	ENSG00000284395	PERCC1	ENSEEEP00000052795	ENSEEEG00000027329	PERCC1
ENSP00000244314	ENSG00000124449	IRGC	ENSEEEP00000034594	ENSEEEG00000016453	IRGC
ENSP00000484263	ENSG00000232258	TMEM114	ENSEEEP00000043109	ENSEEEG00000020351	TMEM114
ENSP00000304689	ENSG00000168286	THAP11	ENSEEEP00000034946	ENSEEEG00000016627	THAP11
ENSP00000458537	ENSG00000141086	CTRL	ENSEEEP00000007683	ENSEEEG00000004024	CTRL
ENSP00000306220	ENSG00000169446	MMGT1	ENSEEEP00000056800	ENSEEEG00000027391	MMGT1
ENSP00000255499	ENSG00000133135	RNF128	ENSEEEP00000059513	ENSEEEG00000025837	rnf128a
ENSP00000464780	ENSG00000134779	TPGS2	ENSEEEP00000031508	ENSEEEG00000015070	TPGS2
ENSP00000299238	ENSG00000166189	HPS6	ENSEEEP00000052956	ENSEEEG00000028341	
ENSP00000307265	ENSG00000170604	IRF2BP1	ENSEEEP00000026710	ENSEEEG00000012896	irf2bp1
ENSP00000360918	ENSG00000138135	CH25H	ENSEEEP00000030977	ENSEEEG00000014819	ch25h
ENSP00000258042	ENSG00000135577	NMBR	ENSEEEP00000052578	ENSEEEG00000024627	NMBR
ENSP00000456832	ENSG00000255339		ENSEEEP00000011346	ENSEEEG00000005740	ndufb8
ENSP00000517824	ENSG00000292086	FAHD2A	ENSEEEP00000037486	ENSEEEG00000017823	FAHD2A
ENSP00000430706	ENSG00000253626	EIF5AL1	ENSEEEP00000041742	ENSEEEG00000019742	EIF5AL1
ENSP00000507261	ENSG00000288721		ENSEEEP00000031808	ENSEEEG00000015191	med20
ENSP00000345716	ENSG00000189134	NKAPL	ENSEEEP00000030225	ENSEEEG00000014490	NKAP
ENSP00000358703	ENSG00000203877	RIPPLY2	ENSEEEP00000038197	ENSEEEG00000018160	RIPPLY1
ENSP00000517863	ENSG00000292118	CCDC74B	ENSEEEP00000056724	ENSEEEG00000028333	si:ch211-222n4.2
ENSP00000329926	ENSG00000185933	CALHM1	ENSEEEP00000058020	ENSEEEG00000020495	CALHM1
ENSP00000358798	ENSG00000183128	CALHM3	ENSEEEP00000050389	ENSEEEG00000023694	CALHM3
ENSP00000493805	ENSG00000224578	HNRNPA1L3	ENSEEEP00000043157	ENSEEEG00000020377	hnrnpa1a
ENSP00000362777	ENSG00000179774	ATOH7	ENSEEEP00000014620	ENSEEEG00000007267	ATOH7
ENSP00000517833	ENSG00000292097	METAP1D	ENSEEEP00000010305	ENSEEEG00000005216	METAP1D
ENSP00000568941	ENSG00000183255	PTTG1IP	ENSEEEP00000046668	ENSEEEG00000021978	PTTG1IP
ENSP00000366157	ENSG00000152749	GPR180	ENSEEEP00000047707	ENSEEEG00000022456	GPR180
ENSP00000280155	ENSG00000150594	ADRA2A	ENSEEEP00000021774	ENSEEEG00000010590	ADRA2A
ENSP00000356541	ENSG00000169976	SF3B5	ENSEEEP00000007499	ENSEEEG00000003920	SF3B5
ENSP00000496438	ENSG00000267534	S1PR2	ENSEEEP00000040521	ENSEEEG00000019194	S1PR2
ENSP00000640697	ENSG00000136156	ITM2B	ENSEEEP00000018504	ENSEEEG00000009093	itm2ba
ENSP00000485701	ENSG00000277926	NEU4	ENSEEEP00000051858	ENSEEEG00000024336	NEU4
ENSP00000358301	ENSG00000043591	ADRB1	ENSEEEP00000012292	ENSEEEG00000006184	ADRA1B
ENSP00000337432	ENSG00000112116	IL17F	ENSEEEP00000010745	ENSEEEG00000005440	il17a/f3
ENSP00000365678	ENSG00000165312	OTUD1	ENSEEEP00000033424	ENSEEEG00000015886	OTUD1
ENSP00000568861	ENSG00000139684	ESD	ENSEEEP00000022921	ENSEEEG00000011118	ESD
ENSP00000252818	ENSG00000130522	JUND	ENSEEEP00000000127	ENSEEEG00000000093	JUND
ENSP00000470609	ENSG00000167774		ENSEEEP00000007563	ENSEEEG00000003951	ndufa7
ENSP00000291577	ENSG00000160221	GATD3	ENSEEEP00000054011	ENSEEEG00000019320	gatd3a
ENSP00000630460	ENSG00000101997	CCDC22	ENSEEEP00000024788	ENSEEEG00000012001	CCDC22
ENSP00000513596	ENSG00000100146	SOX10	ENSEEEP00000032925	ENSEEEG00000015674	SOX10
ENSP00000466140	ENSG00000267335		ENSEEEP00000045309	ENSEEEG00000021389	lhb
ENSP00000506368	ENSG00000100023	PPIL2	ENSEEEP00000017979	ENSEEEG00000008861	PPIL2
ENSP00000483729	ENSG00000132938	MTUS2	ENSEEEP00000059319	ENSEEEG00000019682	CCDC69
ENSP00000518214	ENSG00000292253	TGOLN2	ENSEEEP00000060304	ENSEEEG00000026895	tgoln2
ENSP00000365301	ENSG00000102466	FGF14	ENSEEEP00000004383	ENSEEEG00000002297	FGF14
ENSP00000441381	ENSG00000162006	MSLNL	ENSEEEP00000034813	ENSEEEG00000016566	
ENSP00000463762	ENSG00000249961	TERB1	ENSEEEP00000014239	ENSEEEG00000007078	TERB1
ENSP00000381036	ENSG00000118492	ADGB	ENSEEEP00000023895	ENSEEEG00000011598	
ENSP00000303315	ENSG00000171223	JUNB	ENSEEEP00000020002	ENSEEEG00000009780	junba
ENSP00000618353	ENSG00000120662	MTRF1	ENSEEEP00000047680	ENSEEEG00000022442	MTRF1
ENSP00000297977	ENSG00000165259	HDX	ENSEEEP00000003321	ENSEEEG00000001874	HDX
ENSP00000518177	ENSG00000181915	ADO	ENSEEEP00000012457	ENSEEEG00000006255	adob
ENSP00000277570	ENSG00000148426	PROSER2	ENSEEEP00000003401	ENSEEEG00000001901	
